### ./bin/lpd48core/lf-sl_fraser / params -i2048 -r4096 -u20  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-sl_fraser    
#cores  throughput  %linear scalability 
1       4787483     100.00  1           
2       6639638     69.34   1.39        
4       11108162    58.01   2.32        
6       14748781    51.34   3.08        
8       17132024    44.73   3.58        
10      18215047    38.05   3.80        
12      20701679    36.03   4.32        
14      21318408    31.81   4.45        
16      23322218    30.45   4.87        
18      24086866    27.95   5.03        
20      25673709    26.81   5.36        
22      26014334    24.70   5.43        
24      27183224    23.66   5.68        
26      26896381    21.61   5.62        
28      28107179    20.97   5.87        
30      28732374    20.01   6.00        
32      29314043    19.13   6.12        
34      29176759    17.92   6.09        
36      29585807    17.17   6.18        
38      30037481    16.51   6.27        
40      29923411    15.63   6.25        
42      30333493    15.09   6.34        
44      30618589    14.54   6.40        
46      30213357    13.72   6.31        
48      30105271    13.10   6.29        
52      24332907    9.77    5.08        
56      22638418    8.44    4.73        
60      21863657    7.61    4.57        
64      22003663    7.18    4.60        
