### ./bin/lpdxeon2680/lf-sl_fraser / params -i512 -r1024 -u50  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-sl_fraser  
#cores  throughput  %linear scalability 
1       6833872     100.00  1           
2       8558756     62.62   1.25        
4       13890115    50.81   2.03        
6       19196815    46.82   2.81        
8       24157478    44.19   3.53        
10      28517330    41.73   4.17        
12      32136330    39.19   4.70        
14      35129643    36.72   5.14        
16      37920060    34.68   5.55        
18      40829394    33.19   5.97        
20      43165963    31.58   6.32        
22      45390746    30.19   6.64        
24      47467251    28.94   6.95        
26      49280118    27.74   7.21        
28      50951571    26.63   7.46        
30      52717777    25.71   7.71        
32      54443834    24.90   7.97        
34      56039277    24.12   8.20        
36      57432399    23.34   8.40        
38      58950835    22.70   8.63        
40      60137204    22.00   8.80        
44      55640004    18.50   8.14        
48      53758539    16.39   7.87        
52      52314660    14.72   7.66        
56      50927004    13.31   7.45        
60      49673307    12.11   7.27        
