### params -i512 -r1024 -u50 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lb-sl_herlihy   ./bin/lpd48core/lb-sl_optik     ./bin/lpd48core/lb-sl_optik1    ./bin/lpd48core/lb-sl_optik2    
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       6405266     100.00  1           6202567     100.00  1           6280316     100.00  1           6089482     100.00  1           
2       6555570     51.17   1.02        6274119     50.58   1.01        6357668     50.62   1.01        6202384     50.93   1.02        
4       8862724     34.59   1.38        9099284     36.68   1.47        9248502     36.82   1.47        10529253    43.23   1.73        
6       11040309    28.73   1.72        11205648    30.11   1.81        11333780    30.08   1.80        11205953    30.67   1.84        
8       12165784    23.74   1.90        12545799    25.28   2.02        12738761    25.35   2.03        12519537    25.70   2.06        
10      13083231    20.43   2.04        13622068    21.96   2.20        13912757    22.15   2.22        13672376    22.45   2.25        
12      13808959    17.97   2.16        14426435    19.38   2.33        14758225    19.58   2.35        14410862    19.72   2.37        
14      14411881    16.07   2.25        15179943    17.48   2.45        15487198    17.61   2.47        14929086    17.51   2.45        
16      14782189    14.42   2.31        15563413    15.68   2.51        15954828    15.88   2.54        15268989    15.67   2.51        
18      15056180    13.06   2.35        15804167    14.16   2.55        16277987    14.40   2.59        15685873    14.31   2.58        
20      15183331    11.85   2.37        16069298    12.95   2.59        16459590    13.10   2.62        15759831    12.94   2.59        
22      15283218    10.85   2.39        16258350    11.91   2.62        16782559    12.15   2.67        15818275    11.81   2.60        
24      15336580    9.98    2.39        16315839    10.96   2.63        16847303    11.18   2.68        15905882    10.88   2.61        
26      15431615    9.27    2.41        16342332    10.13   2.63        16854789    10.32   2.68        15911295    10.05   2.61        
28      15323674    8.54    2.39        16335186    9.41    2.63        16943513    9.64    2.70        15841150    9.29    2.60        
30      15338779    7.98    2.39        16289156    8.75    2.63        16935731    8.99    2.70        15804422    8.65    2.60        
32      15191713    7.41    2.37        16200673    8.16    2.61        16829815    8.37    2.68        15716845    8.07    2.58        
34      15104716    6.94    2.36        16134107    7.65    2.60        16803460    7.87    2.68        15581595    7.53    2.56        
36      14898114    6.46    2.33        16008327    7.17    2.58        16638091    7.36    2.65        15456580    7.05    2.54        
38      14884908    6.12    2.32        15871704    6.73    2.56        16471732    6.90    2.62        15255698    6.59    2.51        
40      14736315    5.75    2.30        15738282    6.34    2.54        16268512    6.48    2.59        15114304    6.21    2.48        
42      14563015    5.41    2.27        15510653    5.95    2.50        16170992    6.13    2.57        14929600    5.84    2.45        
44      14354383    5.09    2.24        15304777    5.61    2.47        16030039    5.80    2.55        14701534    5.49    2.41        
46      14234255    4.83    2.22        15092597    5.29    2.43        15763130    5.46    2.51        14459844    5.16    2.37        
48      13908093    4.52    2.17        14950786    5.02    2.41        15551823    5.16    2.48        14179620    4.85    2.33        
52      11557314    3.47    1.80        12850388    3.98    2.07        13715124    4.20    2.18        11878800    3.75    1.95        
56      9243881     2.58    1.44        11310162    3.26    1.82        11909716    3.39    1.90        9893427     2.90    1.62        
60      7800947     2.03    1.22        9865189     2.65    1.59        10691148    2.84    1.70        8477719     2.32    1.39        
64      6293933     1.54    0.98        9104011     2.29    1.47        9601251     2.39    1.53        7176041     1.84    1.18        
