### params -i128 -r256 -u100 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lb-sl_herlihy   ./bin/lpd48core/lb-sl_optik     ./bin/lpd48core/lb-sl_optik1    ./bin/lpd48core/lb-sl_optik2    
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       6159461     100.00  1           5969912     100.00  1           6039080     100.00  1           5804878     100.00  1           
2       4353647     35.34   0.71        4016772     33.64   0.67        4148747     34.35   0.69        3871962     33.35   0.67        
4       5669763     23.01   0.92        5277347     22.10   0.88        5202858     21.54   0.86        4968916     21.40   0.86        
6       6419929     17.37   1.04        5785343     16.15   0.97        6104813     16.85   1.01        5743665     16.49   0.99        
8       6789241     13.78   1.10        6291200     13.17   1.05        6666360     13.80   1.10        6196968     13.34   1.07        
10      6925855     11.24   1.12        6533531     10.94   1.09        7089775     11.74   1.17        6425421     11.07   1.11        
12      7039040     9.52    1.14        6603581     9.22    1.11        7194983     9.93    1.19        6487651     9.31    1.12        
14      6927139     8.03    1.12        6639941     7.94    1.11        7188726     8.50    1.19        6487609     7.98    1.12        
16      6763401     6.86    1.10        6510756     6.82    1.09        7152361     7.40    1.18        6390801     6.88    1.10        
18      6629006     5.98    1.08        6407193     5.96    1.07        7051505     6.49    1.17        6219437     5.95    1.07        
20      6429421     5.22    1.04        6218467     5.21    1.04        6904634     5.72    1.14        5998568     5.17    1.03        
22      6233330     4.60    1.01        6058206     4.61    1.01        6759222     5.09    1.12        5789824     4.53    1.00        
24      6020360     4.07    0.98        5856521     4.09    0.98        6631178     4.58    1.10        5523245     3.96    0.95        
26      5821068     3.63    0.95        5664586     3.65    0.95        6502796     4.14    1.08        5281470     3.50    0.91        
28      5603349     3.25    0.91        5425763     3.25    0.91        6322537     3.74    1.05        5040745     3.10    0.87        
30      5371985     2.91    0.87        5221491     2.92    0.87        6186607     3.41    1.02        4803499     2.76    0.83        
32      5146764     2.61    0.84        5000493     2.62    0.84        6055730     3.13    1.00        4534287     2.44    0.78        
34      4929246     2.35    0.80        4799047     2.36    0.80        5899538     2.87    0.98        4341160     2.20    0.75        
36      4705962     2.12    0.76        4598479     2.14    0.77        5788506     2.66    0.96        4116348     1.97    0.71        
38      4485241     1.92    0.73        4393899     1.94    0.74        5649751     2.46    0.94        3918540     1.78    0.68        
40      4246814     1.72    0.69        4232954     1.77    0.71        5496533     2.28    0.91        3746395     1.61    0.65        
42      4056192     1.57    0.66        4045812     1.61    0.68        5355811     2.11    0.89        3573358     1.47    0.62        
44      3864425     1.43    0.63        3877266     1.48    0.65        5226791     1.97    0.87        3431831     1.34    0.59        
46      3664586     1.29    0.59        3714628     1.35    0.62        5098804     1.84    0.84        3269477     1.22    0.56        
48      3462537     1.17    0.56        3589829     1.25    0.60        4968094     1.71    0.82        3076043     1.10    0.53        
52      2364153     0.74    0.38        2548095     0.82    0.43        3923130     1.25    0.65        2090271     0.69    0.36        
56      1700883     0.49    0.28        2049921     0.61    0.34        3251666     0.96    0.54        1532827     0.47    0.26        
60      1305844     0.35    0.21        1768495     0.49    0.30        2791560     0.77    0.46        1143298     0.33    0.20        
64      1037397     0.26    0.17        1528355     0.40    0.26        2404689     0.62    0.40        887811      0.24    0.15        
