### params -i1024 -u1 -n10 / dur 3000
# number of cores: 10
#./bin/lpd48core/lb-map                          ./bin/lpd48core/lb-map_optik                    
 3322    5923    3704    3659    3691    4444    212     5502    622     468     597     873     
 4382    6202    6141    5458    6077    8018    860     5525    1310    1752    2663    2254    
 10466   23000   21683   12342   22138   22438   1634    5546    2147    3088    5556    3084    
 81823   83215   80828   84674   80153   86814   2413    6220    2963    3089    5622    3086    
 272019  240813  246075  278243  235599  243768  3045    12181   5630    3384    11400   3873    
