### ./bin/lpdxeon2680/lf-ht_harris / params -i2048 -r4096 -u20 -l2 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-ht_harris  
#cores  throughput  %linear scalability 
1       37518541    100.00  1           
2       64135289    85.47   1.71        
4       77716077    51.79   2.07        
6       114433148   50.83   3.05        
8       151642151   50.52   4.04        
10      187009793   49.84   4.98        
12      215907099   47.96   5.75        
14      249404360   47.48   6.65        
16      276866684   46.12   7.38        
18      304571642   45.10   8.12        
20      326830003   43.56   8.71        
22      354661738   42.97   9.45        
24      368071562   40.88   9.81        
26      384751945   39.44   10.25       
28      398062709   37.89   10.61       
30      411008232   36.52   10.95       
32      422651253   35.20   11.27       
34      433642509   33.99   11.56       
36      447255600   33.11   11.92       
38      458492517   32.16   12.22       
40      470199672   31.33   12.53       
44      418429461   25.35   11.15       
48      397193441   22.06   10.59       
52      382798454   19.62   10.20       
56      369228585   17.57   9.84        
60      363209511   16.13   9.68        
