### params -i4096 -r8192 -u10 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lb-sl_herlihy   ./bin/lpd48core/lb-sl_optik     ./bin/lpd48core/lb-sl_optik1    ./bin/lpd48core/lb-sl_optik2    
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       4809191     100.00  1           4810938     100.00  1           4860152     100.00  1           4809550     100.00  1           
2       8300999     86.30   1.73        8206408     85.29   1.71        8268867     85.07   1.70        8179168     85.03   1.70        
4       14729814    76.57   3.06        14428729    74.98   3.00        14424441    74.20   2.97        14383089    74.76   2.99        
6       19795480    68.60   4.12        19215029    66.57   3.99        19205228    65.86   3.95        19082746    66.13   3.97        
8       23403576    60.83   4.87        22577529    58.66   4.69        22541183    57.97   4.64        22530711    58.56   4.68        
10      26617527    55.35   5.53        25573179    53.16   5.32        25563845    52.60   5.26        25463927    52.94   5.29        
12      29590295    51.27   6.15        28137954    48.74   5.85        28196314    48.35   5.80        28023630    48.56   5.83        
14      32078504    47.64   6.67        30587899    45.41   6.36        30414118    44.70   6.26        30355223    45.08   6.31        
16      34413761    44.72   7.16        32565409    42.31   6.77        32554097    41.86   6.70        32311011    41.99   6.72        
18      36622548    42.31   7.62        34651800    40.02   7.20        34614977    39.57   7.12        34352768    39.68   7.14        
20      38526339    40.05   8.01        36441488    37.87   7.57        36425302    37.47   7.49        36113597    37.54   7.51        
22      40445139    38.23   8.41        38205699    36.10   7.94        38106775    35.64   7.84        37774173    35.70   7.85        
24      42203936    36.57   8.78        39720069    34.40   8.26        39588871    33.94   8.15        39408748    34.14   8.19        
26      43871755    35.09   9.12        41133443    32.88   8.55        41155584    32.57   8.47        40733651    32.57   8.47        
28      45291464    33.63   9.42        42297809    31.40   8.79        42374557    31.14   8.72        41656864    30.93   8.66        
30      46521779    32.25   9.67        43638849    30.24   9.07        43585052    29.89   8.97        43069181    29.85   8.95        
32      47959360    31.16   9.97        44700963    29.04   9.29        44812714    28.81   9.22        44245234    28.75   9.20        
34      49109770    30.03   10.21       45773997    27.98   9.51        45727412    27.67   9.41        45059602    27.56   9.37        
36      50055835    28.91   10.41       46645502    26.93   9.70        46768155    26.73   9.62        46155107    26.66   9.60        
38      51170209    28.00   10.64       47420252    25.94   9.86        47649395    25.80   9.80        46794663    25.60   9.73        
40      52113060    27.09   10.84       48399831    25.15   10.06       48516757    24.96   9.98        47751703    24.82   9.93        
42      52863470    26.17   10.99       49052961    24.28   10.20       49253365    24.13   10.13       48410488    23.97   10.07       
44      53745563    25.40   11.18       49722069    23.49   10.34       49887700    23.33   10.26       48926593    23.12   10.17       
46      54144496    24.48   11.26       50179453    22.67   10.43       50501607    22.59   10.39       49094273    22.19   10.21       
48      54886642    23.78   11.41       50486280    21.86   10.49       50906062    21.82   10.47       49979337    21.65   10.39       
52      51869760    20.74   10.79       48693059    19.46   10.12       48947418    19.37   10.07       47140848    18.85   9.80        
56      49259431    18.29   10.24       46799925    17.37   9.73        47668351    17.51   9.81        44855533    16.65   9.33        
60      44714479    15.50   9.30        45383793    15.72   9.43        45478883    15.60   9.36        42299747    14.66   8.79        
64      41681461    13.54   8.67        43851683    14.24   9.11        44336410    14.25   9.12        39987045    12.99   8.31        
