### params -i4 -u20 -n10 / dur 5000
# number of cores: 10
#./bin/lpdxeon2680/lb-map                        ./bin/lpdxeon2680/lb-map_optik                  
 3194    3738    3157    3166    3106    3098    61      161     129     45      110     37      
 3902    4382    3873    3982    3745    3733    65      481     490     46      485     41      
 4346    4822    4326    4438    4206    4194    94      1454    1358    66      1209    82      
 4806    5314    4790    4941    4602    4594    801     14573   14314   617     13369   553     
 5746    6322    5738    6258    5358    5366    2462    38301   39157   1782    38670   1225    
