### params -i512 -r1024 -u50 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lb-ll_lazy      ./bin/lpd48core/lb-ll_gl        ./bin/lpd48core/lb-ll_optik_gl  ./bin/lpd48core/lb-ll_optik     ./bin/lpd48core/lb-ll_optik_cache
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       1795193     100.00  1           1588857     100.00  1           1797068     100.00  1           1530155     100.00  1           2369275     100.00  1           
2       2599378     72.40   1.45        1452907     45.72   0.91        1792248     49.87   1.00        2266948     74.08   1.48        3220428     67.96   1.36        
4       3853422     53.66   2.15        1337959     21.05   0.84        1882379     26.19   1.05        3385732     55.32   2.21        4715951     49.76   1.99        
6       4235578     39.32   2.36        1103872     11.58   0.69        1757722     16.30   0.98        3994987     43.51   2.61        5242406     36.88   2.21        
8       4739130     33.00   2.64        972277      7.65    0.61        1682166     11.70   0.94        4474892     36.56   2.92        5838422     30.80   2.46        
10      5162285     28.76   2.88        852184      5.36    0.54        1630226     9.07    0.91        4945409     32.32   3.23        6429499     27.14   2.71        
12      5517992     25.61   3.07        742073      3.89    0.47        1583447     7.34    0.88        5312902     28.93   3.47        6834596     24.04   2.88        
14      5846780     23.26   3.26        689008      3.10    0.43        1514520     6.02    0.84        5691920     26.57   3.72        7296498     22.00   3.08        
16      5964224     20.76   3.32        629529      2.48    0.40        1442283     5.02    0.80        5881768     24.02   3.84        7567679     19.96   3.19        
18      6155937     19.05   3.43        582146      2.04    0.37        1369554     4.23    0.76        6047680     21.96   3.95        7726347     18.12   3.26        
20      6280013     17.49   3.50        542772      1.71    0.34        1313237     3.65    0.73        6209475     20.29   4.06        7960141     16.80   3.36        
22      6490136     16.43   3.62        508964      1.46    0.32        1257564     3.18    0.70        6331947     18.81   4.14        7865832     15.09   3.32        
24      6436295     14.94   3.59        476493      1.25    0.30        1191895     2.76    0.66        6495532     17.69   4.25        8305799     14.61   3.51        
26      6629232     14.20   3.69        446504      1.08    0.28        1119239     2.40    0.62        6589705     16.56   4.31        8518685     13.83   3.60        
28      6526599     12.98   3.64        422635      0.95    0.27        1047050     2.08    0.58        6580427     15.36   4.30        8554369     12.89   3.61        
30      6846430     12.71   3.81        393780      0.83    0.25        955141      1.77    0.53        6707580     14.61   4.38        8452059     11.89   3.57        
32      6659442     11.59   3.71        378145      0.74    0.24        896216      1.56    0.50        6719939     13.72   4.39        8562371     11.29   3.61        
34      6901401     11.31   3.84        357378      0.66    0.22        861054      1.41    0.48        6858667     13.18   4.48        8706073     10.81   3.67        
36      6889236     10.66   3.84        337035      0.59    0.21        797314      1.23    0.44        6830121     12.40   4.46        8764677     10.28   3.70        
38      6903413     10.12   3.85        326497      0.54    0.21        734696      1.08    0.41        6965791     11.98   4.55        9212188     10.23   3.89        
40      6993186     9.74    3.90        301285      0.47    0.19        689270      0.96    0.38        7009750     11.45   4.58        8996676     9.49    3.80        
42      7124104     9.45    3.97        288859      0.43    0.18        603063      0.80    0.34        7006235     10.90   4.58        9014295     9.06    3.80        
44      7249418     9.18    4.04        272494      0.39    0.17        562940      0.71    0.31        7070341     10.50   4.62        9318526     8.94    3.93        
46      7241776     8.77    4.03        260120      0.36    0.16        526638      0.64    0.29        7095048     10.08   4.64        9185747     8.43    3.88        
48      7195483     8.35    4.01        242712      0.32    0.15        470512      0.55    0.26        7154659     9.74    4.68        9427832     8.29    3.98        
52      6804467     7.29    3.79        4114        0.00    0.00        449778      0.48    0.25        6899473     8.67    4.51        9064150     7.36    3.83        
56      6421430     6.39    3.58        3377        0.00    0.00        440161      0.44    0.24        6740302     7.87    4.40        8797990     6.63    3.71        
60      5855190     5.44    3.26        2750        0.00    0.00        429113      0.40    0.24        6650393     7.24    4.35        8582123     6.04    3.62        
64      5154595     4.49    2.87        2897        0.00    0.00        417552      0.36    0.23        6550283     6.69    4.28        8390988     5.53    3.54        
