### params -i2048 -r4096 -u20 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lb-ll_lazy    ./bin/lpdxeon2680/lb-ll_gl      ./bin/lpdxeon2680/lb-ll_optik_gl./bin/lpdxeon2680/lb-ll_optik   ./bin/lpdxeon2680/lb-ll_optik_cache
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       173852      100.00  1           140002      100.00  1           174434      100.00  1           175321      100.00  1           268596      100.00  1           
2       200943      57.79   1.16        257517      91.97   1.84        152825      43.81   0.88        217011      61.89   1.24        292467      54.44   1.09        
4       468148      67.32   2.69        461964      82.49   3.30        438595      62.86   2.51        461064      65.75   2.63        752355      70.03   2.80        
6       758374      72.70   4.36        561204      66.81   4.01        623091      59.53   3.57        736821      70.04   4.20        1149277     71.31   4.28        
8       965390      69.41   5.55        545712      48.72   3.90        722005      51.74   4.14        1005040     71.66   5.73        1490245     69.35   5.55        
10      1205344     69.33   6.93        489344      34.95   3.50        769458      44.11   4.41        1227729     70.03   7.00        1833241     68.25   6.83        
12      1407137     67.45   8.09        441355      26.27   3.15        779957      37.26   4.47        1411308     67.08   8.05        2133625     66.20   7.94        
14      1626131     66.81   9.35        415146      21.18   2.97        797198      32.64   4.57        1617310     65.89   9.22        2447593     65.09   9.11        
16      1829108     65.76   10.52       391515      17.48   2.80        794214      28.46   4.55        1809251     64.50   10.32       2689593     62.58   10.01       
18      1996050     63.79   11.48       376701      14.95   2.69        788632      25.12   4.52        2006567     63.58   11.45       2977608     61.59   11.09       
20      2182680     62.77   12.55       363033      12.97   2.59        743285      21.31   4.26        2172561     61.96   12.39       3212349     59.80   11.96       
22      2355736     61.59   13.55       348914      11.33   2.49        726799      18.94   4.17        2321300     60.18   13.24       3394936     57.45   12.64       
24      2471062     59.22   14.21       340891      10.15   2.43        716616      17.12   4.11        2453933     58.32   14.00       3558419     55.20   13.25       
26      2556891     56.57   14.71       334874      9.20    2.39        699354      15.42   4.01        2540058     55.72   14.49       3748607     53.68   13.96       
28      2700383     55.47   15.53       327547      8.36    2.34        683951      14.00   3.92        2642159     53.82   15.07       3823365     50.84   14.23       
30      2823883     54.14   16.24       323099      7.69    2.31        671332      12.83   3.85        2728916     51.88   15.57       3969232     49.26   14.78       
32      2904606     52.21   16.71       318664      7.11    2.28        653932      11.72   3.75        2963251     52.82   16.90       4128023     48.03   15.37       
34      2979465     50.41   17.14       316952      6.66    2.26        635086      10.71   3.64        2946308     49.43   16.81       4426225     48.47   16.48       
36      3091250     49.39   17.78       310518      6.16    2.22        618871      9.86    3.55        3011283     47.71   17.18       4691736     48.52   17.47       
38      3231583     48.92   18.59       306292      5.76    2.19        602661      9.09    3.45        3160136     47.43   18.02       4678573     45.84   17.42       
40      3328585     47.87   19.15       302435      5.40    2.16        572723      8.21    3.28        3293998     46.97   18.79       4618334     42.99   17.19       
44      3372598     44.09   19.40       8562        0.14    0.06        568765      7.41    3.26        3064349     39.72   17.48       4474246     37.86   16.66       
48      3231428     38.72   18.59       5640        0.08    0.04        550681      6.58    3.16        3048050     36.22   17.39       4419679     34.28   16.45       
52      2957467     32.71   17.01       5324        0.07    0.04        545640      6.02    3.13        3011570     33.03   17.18       4255047     30.47   15.84       
56      2859207     29.37   16.45       4961        0.06    0.04        543888      5.57    3.12        2954883     30.10   16.85       4236494     28.17   15.77       
60      2993440     28.70   17.22       4198        0.05    0.03        545846      5.22    3.13        2867933     27.26   16.36       4155437     25.78   15.47       
