### params -i4096 -r8192 -u10 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lb-ll_lazy    ./bin/lpdxeon2680/lb-ll_gl      ./bin/lpdxeon2680/lb-ll_optik_gl./bin/lpdxeon2680/lb-ll_optik   ./bin/lpdxeon2680/lb-ll_optik_cache
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       72866       100.00  1           56883       100.00  1           76102       100.00  1           76899       100.00  1           115251      100.00  1           
2       114475      78.55   1.57        105587      92.81   1.86        120584      79.23   1.58        119322      77.58   1.55        173533      75.28   1.51        
4       234673      80.52   3.22        201307      88.47   3.54        225755      74.16   2.97        235527      76.57   3.06        361732      78.47   3.14        
6       343150      78.49   4.71        273158      80.04   4.80        327650      71.76   4.31        339246      73.53   4.41        521623      75.43   4.53        
8       443606      76.10   6.09        321747      70.70   5.66        420223      69.02   5.52        442679      71.96   5.76        667424      72.39   5.79        
10      541671      74.34   7.43        353411      62.13   6.21        511737      67.24   6.72        543644      70.70   7.07        810538      70.33   7.03        
12      646126      73.89   8.87        360818      52.86   6.34        560488      61.37   7.36        625967      67.83   8.14        947841      68.53   8.22        
14      728641      71.43   10.00       360242      45.24   6.33        602925      56.59   7.92        719314      66.81   9.35        1068353     66.21   9.27        
16      820599      70.39   11.26       349591      38.41   6.15        632033      51.91   8.31        796319      64.72   10.36       1208323     65.53   10.48       
18      913729      69.67   12.54       335070      32.73   5.89        648327      47.33   8.52        877465      63.39   11.41       1326897     63.96   11.51       
20      968175      66.44   13.29       331273      29.12   5.82        639129      41.99   8.40        959169      62.37   12.47       1453871     63.07   12.61       
22      1065023     66.44   14.62       318370      25.44   5.60        623617      37.25   8.19        1023940     60.52   13.32       1558920     61.48   13.53       
24      1148158     65.65   15.76       310826      22.77   5.46        609377      33.36   8.01        1092656     59.20   14.21       1645275     59.48   14.28       
26      1217138     64.25   16.70       304099      20.56   5.35        608304      30.74   7.99        1157575     57.90   15.05       1717602     57.32   14.90       
28      1262148     61.86   17.32       298661      18.75   5.25        592596      27.81   7.79        1222855     56.79   15.90       1775959     55.03   15.41       
30      1320082     60.39   18.12       294191      17.24   5.17        571574      25.04   7.51        1289201     55.88   16.76       1871529     54.13   16.24       
32      1382925     59.31   18.98       289526      15.91   5.09        557582      22.90   7.33        1342210     54.54   17.45       1942935     52.68   16.86       
34      1441762     58.20   19.79       284050      14.69   4.99        549288      21.23   7.22        1410007     53.93   18.34       2030450     51.82   17.62       
36      1528830     58.28   20.98       279320      13.64   4.91        531408      19.40   6.98        1470000     53.10   19.12       2089567     50.36   18.13       
38      1577651     56.98   21.65       280520      12.98   4.93        522231      18.06   6.86        1539298     52.68   20.02       2193573     50.09   19.03       
40      1593030     54.66   21.86       270256      11.88   4.75        505009      16.59   6.64        1602178     52.09   20.83       2255255     48.92   19.57       
44      1543851     48.15   21.19       16305       0.65    0.29        501746      14.98   6.59        1523903     45.04   19.82       2169442     42.78   18.82       
48      1543408     44.13   21.18       9154        0.34    0.16        488394      13.37   6.42        1540252     41.73   20.03       2118589     38.30   18.38       
52      1546418     40.81   21.22       8681        0.29    0.15        481062      12.16   6.32        1465448     36.65   19.06       2154167     35.94   18.69       
56      1535423     37.63   21.07       6140        0.19    0.11        475576      11.16   6.25        1487981     34.55   19.35       2079259     32.22   18.04       
60      1505150     34.43   20.66       6341        0.19    0.11        479621      10.50   6.30        1472151     31.91   19.14       2150757     31.10   18.66       
