### params -i1024 -u20 -n10 / dur 1000
# number of cores: 10
#./bin/lpd48core/lb-map                          ./bin/lpd48core/lb-map_optik                    
 3305    5799    3988    3857    4021    5129    292     6074    801     595     728     1176    
 5212    11496   9436    5591    6421    9304    1122    17488   1922    2399    2984    3084    
 29135   32847   32078   30030   31301   33690   2267    35606   3242    3402    6038    3463    
 77257   81327   79984   78253   79655   81399   4217    66725   5754    4017    36359   4206    
 196439  198790  200672  197793  196990  197259  10392   139146  11801   7748    108787  9337    
