### params -i512 -r1024 -u50 -l2 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lb-ht_lazy_gl   ./bin/lpd48core/lb-ht_java      ./bin/lpd48core/lb-ht_java_optik./bin/lpd48core/lb-ht_optik0    ./bin/lpd48core/lb-ht_optik1    ./bin/lpd48core/lb-ht_map       
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       24659117    100.00  1           30279322    100.00  1           29659265    100.00  1           24243521    100.00  1           27214122    100.00  1           33632669    100.00  1           
2       14577181    29.56   0.59        12437098    20.54   0.41        13230958    22.30   0.45        12754478    26.30   0.53        12927559    23.75   0.48        14504734    21.56   0.43        
4       18393404    18.65   0.75        16622371    13.72   0.55        17708319    14.93   0.60        16978292    17.51   0.70        16934017    15.56   0.62        19907744    14.80   0.59        
6       23310588    15.76   0.95        21248463    11.70   0.70        21519141    12.09   0.73        21672069    14.90   0.89        21916521    13.42   0.81        25143207    12.46   0.75        
8       26984500    13.68   1.09        25641884    10.59   0.85        26318988    11.09   0.89        26009515    13.41   1.07        26155798    12.01   0.96        28949171    10.76   0.86        
10      31176215    12.64   1.26        30312248    10.01   1.00        31074361    10.48   1.05        30193808    12.45   1.25        31062673    11.41   1.14        33530559    9.97    1.00        
12      34763586    11.75   1.41        34410739    9.47    1.14        35385567    9.94    1.19        34024610    11.70   1.40        35083899    10.74   1.29        37166116    9.21    1.11        
14      38423412    11.13   1.56        39024911    9.21    1.29        39428743    9.50    1.33        38228197    11.26   1.58        39542350    10.38   1.45        41378632    8.79    1.23        
16      41840703    10.60   1.70        43158625    8.91    1.43        44102642    9.29    1.49        41960511    10.82   1.73        43574180    10.01   1.60        44443766    8.26    1.32        
18      45594007    10.27   1.85        47460267    8.71    1.57        47698218    8.93    1.61        45696426    10.47   1.88        47559953    9.71    1.75        47703029    7.88    1.42        
20      47833458    9.70    1.94        51175033    8.45    1.69        51798857    8.73    1.75        49337014    10.18   2.04        51221864    9.41    1.88        50165188    7.46    1.49        
22      51595072    9.51    2.09        55761991    8.37    1.84        55135210    8.45    1.86        52861278    9.91    2.18        54982902    9.18    2.02        52249228    7.06    1.55        
24      54234338    9.16    2.20        59186433    8.14    1.95        59412476    8.35    2.00        56470847    9.71    2.33        58308702    8.93    2.14        51247806    6.35    1.52        
26      56984309    8.89    2.31        63208789    8.03    2.09        62624292    8.12    2.11        59157916    9.39    2.44        62407355    8.82    2.29        50836213    5.81    1.51        
28      59411838    8.60    2.41        66786450    7.88    2.21        60361257    7.27    2.04        62019351    9.14    2.56        65164936    8.55    2.39        55975801    5.94    1.66        
30      61669551    8.34    2.50        70850227    7.80    2.34        68962206    7.75    2.33        65369114    8.99    2.70        69378960    8.50    2.55        57973619    5.75    1.72        
32      64092320    8.12    2.60        74148954    7.65    2.45        72093197    7.60    2.43        68641735    8.85    2.83        72231389    8.29    2.65        47189653    4.38    1.40        
34      66027009    7.88    2.68        78295255    7.61    2.59        65616881    6.51    2.21        71192653    8.64    2.94        75086851    8.12    2.76        43727984    3.82    1.30        
36      67562494    7.61    2.74        81420997    7.47    2.69        78294473    7.33    2.64        74340681    8.52    3.07        78369736    8.00    2.88        45845134    3.79    1.36        
38      69911234    7.46    2.84        84511808    7.34    2.79        81332340    7.22    2.74        77276137    8.39    3.19        81817571    7.91    3.01        42590222    3.33    1.27        
40      70726438    7.17    2.87        88122547    7.28    2.91        83207098    7.01    2.81        80108823    8.26    3.30        84235523    7.74    3.10        42826467    3.18    1.27        
42      71624170    6.92    2.90        90960539    7.15    3.00        85227727    6.84    2.87        82140876    8.07    3.39        84987588    7.44    3.12        44029693    3.12    1.31        
44      72267661    6.66    2.93        93178957    6.99    3.08        87397598    6.70    2.95        83742539    7.85    3.45        87563814    7.31    3.22        40320279    2.72    1.20        
46      71785070    6.33    2.91        95708500    6.87    3.16        91825213    6.73    3.10        85503647    7.67    3.53        89761386    7.17    3.30        43950777    2.84    1.31        
48      72105646    6.09    2.92        95921269    6.60    3.17        93075913    6.54    3.14        83993549    7.22    3.46        90559422    6.93    3.33        43001153    2.66    1.28        
52      43836788    3.42    1.78        55188901    3.51    1.82        54765116    3.55    1.85        48152562    3.82    1.99        51844840    3.66    1.91        27894994    1.60    0.83        
56      35034658    2.54    1.42        45742907    2.70    1.51        46432826    2.80    1.57        39814637    2.93    1.64        42928215    2.82    1.58        23565458    1.25    0.70        
60      28186669    1.91    1.14        40027146    2.20    1.32        39388041    2.21    1.33        32956761    2.27    1.36        35799387    2.19    1.32        23098596    1.14    0.69        
64      24905158    1.58    1.01        37176323    1.92    1.23        36958526    1.95    1.25        29438459    1.90    1.21        31787270    1.83    1.17        18687389    0.87    0.56        
