### ./bin/lpd48core/lf-sl_fraser / params -i8192 -r16384 -u1  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-sl_fraser    
#cores  throughput  %linear scalability 
1       3777481     100.00  1           
2       4887988     64.70   1.29        
4       9779012     64.72   2.59        
6       9957575     43.93   2.64        
8       15309166    50.66   4.05        
10      12461670    32.99   3.30        
12      22324498    49.25   5.91        
14      20288977    38.36   5.37        
16      26378922    43.65   6.98        
18      18179128    26.74   4.81        
20      31588490    41.81   8.36        
22      22852894    27.50   6.05        
24      34074758    37.59   9.02        
26      29964751    30.51   7.93        
28      33994323    32.14   9.00        
30      31574509    27.86   8.36        
32      35653465    29.50   9.44        
34      27883562    21.71   7.38        
36      34392165    25.29   9.10        
38      33653912    23.44   8.91        
40      40584475    26.86   10.74       
42      33513414    21.12   8.87        
44      40664994    24.47   10.77       
46      26695426    15.36   7.07        
48      38930172    21.47   10.31       
52      38115314    19.40   10.09       
56      39461083    18.65   10.45       
60      34616503    15.27   9.16        
64      40208533    16.63   10.64       
