### params -i4 -r8 -u1 / keep median of reps 1 of dur 1000
# Result from 1 repetitions: median
#       ./bin/lpd48core/lb-map          ./bin/lpd48core/lb-map_optik    
#cores  throughput  %linear scalability throughput  %linear scalability 
1       38803552    100.00  1           51306307    100.00  1           
2       12621371    16.26   0.33        85443276    83.27   1.67        
4       5397394     3.48    0.14        132130453   64.38   2.58        
6       6660164     2.86    0.17        133172777   43.26   2.60        
8       4698405     1.51    0.12        118763857   28.94   2.31        
10      3617201     0.93    0.09        109313574   21.31   2.13        
12      840375      0.18    0.02        103044416   16.74   2.01        
14      1806167     0.33    0.05        101044555   14.07   1.97        
16      2212322     0.36    0.06        105950000   12.91   2.07        
18      1870007     0.27    0.05        100593746   10.89   1.96        
20      408292      0.05    0.01        100099530   9.76    1.95        
22      376120      0.04    0.01        102284637   9.06    1.99        
24      393186      0.04    0.01        105647475   8.58    2.06        
26      1180838     0.12    0.03        101825557   7.63    1.98        
28      389003      0.04    0.01        103548491   7.21    2.02        
30      968063      0.08    0.02        104457090   6.79    2.04        
32      440560      0.04    0.01        101804491   6.20    1.98        
34      480845      0.04    0.01        103405245   5.93    2.02        
36      527776      0.04    0.01        105792692   5.73    2.06        
38      683269      0.05    0.02        106747899   5.48    2.08        
40      593378      0.04    0.02        105821157   5.16    2.06        
42      539191      0.03    0.01        101280292   4.70    1.97        
44      539311      0.03    0.01        94790819    4.20    1.85        
46      488416      0.03    0.01        100967342   4.28    1.97        
48      415507      0.02    0.01        98846313    4.01    1.93        
52      490526      0.02    0.01        102095667   3.83    1.99        
56      314886      0.01    0.01        93705518    3.26    1.83        
60      346250      0.01    0.01        92355358    3.00    1.80        
64      307307      0.01    0.01        98109113    2.99    1.91        
