### params -i4 -u20 -n10 / dur 1000
# number of cores: 10
#./bin/lpd48core/lb-map                          ./bin/lpd48core/lb-map_optik                    
 49      3188    3228    43      43      54      26      5128    5054    21      1871    30      
 2868    6708    6018    2800    3000    3016    30      8544    5717    22      2489    31      
 3162    10170   6589    2962    3249    3261    34      9451    6321    23      3194    32      
 6272    15129   9815    5110    6629    6633    52      12670   8945    28      8257    35      
 10314   27426   14410   10326   10540   10665   3141    28966   17309   2901    27843   2958    
