### params -i128 -r256 -u100 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lb-sl_herlihy ./bin/lpdxeon2680/lb-sl_optik   ./bin/lpdxeon2680/lb-sl_optik1  ./bin/lpdxeon2680/lb-sl_optik2  
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       8169410     100.00  1           8208314     100.00  1           8380805     100.00  1           8007220     100.00  1           
2       6310627     38.62   0.77        9613349     58.56   1.17        5713200     34.09   0.68        5582915     34.86   0.70        
4       9805892     30.01   1.20        8531154     25.98   1.04        9670344     28.85   1.15        9108527     28.44   1.14        
6       12423169    25.34   1.52        10701298    21.73   1.30        12158008    24.18   1.45        11807346    24.58   1.47        
8       14531616    22.23   1.78        12520029    19.07   1.53        14649130    21.85   1.75        13962498    21.80   1.74        
10      15212835    18.62   1.86        13773822    16.78   1.68        16256086    19.40   1.94        14662696    18.31   1.83        
12      16150950    16.48   1.98        14334584    14.55   1.75        16785214    16.69   2.00        16744115    17.43   2.09        
14      16652357    14.56   2.04        14900268    12.97   1.82        18777692    16.00   2.24        17101799    15.26   2.14        
16      17257539    13.20   2.11        15592112    11.87   1.90        18813328    14.03   2.24        17737796    13.85   2.22        
18      17199603    11.70   2.11        15989251    10.82   1.95        19296412    12.79   2.30        18184493    12.62   2.27        
20      17461870    10.69   2.14        16459974    10.03   2.01        19968791    11.91   2.38        18703317    11.68   2.34        
22      17374047    9.67    2.13        16799010    9.30    2.05        20533921    11.14   2.45        19151191    10.87   2.39        
24      17396196    8.87    2.13        17135595    8.70    2.09        21037398    10.46   2.51        19439723    10.12   2.43        
26      17221815    8.11    2.11        17465589    8.18    2.13        21539698    9.89    2.57        19847559    9.53    2.48        
28      17066065    7.46    2.09        17748925    7.72    2.16        22045470    9.39    2.63        20181259    9.00    2.52        
30      16805646    6.86    2.06        17988271    7.30    2.19        22500744    8.95    2.68        20434168    8.51    2.55        
32      16433137    6.29    2.01        18180128    6.92    2.21        22895957    8.54    2.73        20661021    8.06    2.58        
34      15954989    5.74    1.95        18443903    6.61    2.25        23230323    8.15    2.77        20810334    7.64    2.60        
36      15481642    5.26    1.90        18602520    6.30    2.27        23643194    7.84    2.82        20915909    7.26    2.61        
38      14841348    4.78    1.82        18743325    6.01    2.28        23940333    7.52    2.86        20899111    6.87    2.61        
40      14288916    4.37    1.75        18829565    5.73    2.29        24168463    7.21    2.88        20881884    6.52    2.61        
44      8018145     2.23    0.98        10698829    2.96    1.30        14691365    3.98    1.75        11800571    3.35    1.47        
48      5582016     1.42    0.68        8158482     2.07    0.99        11360915    2.82    1.36        8325445     2.17    1.04        
52      4013176     0.94    0.49        6710347     1.57    0.82        9379334     2.15    1.12        6256401     1.50    0.78        
56      3191577     0.70    0.39        5712519     1.24    0.70        8049358     1.72    0.96        4802195     1.07    0.60        
60      2482408     0.51    0.30        4994564     1.01    0.61        7265917     1.44    0.87        3763636     0.78    0.47        
