### ./bin/lpd48core/lf-ll_harris_opt / params -i8192 -r16384 -u1  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-ll_harris_opt
#cores  throughput  %linear scalability 
1       35560       100.00  1           
2       70425       99.02   1.98        
4       139872      98.34   3.93        
6       204780      95.98   5.76        
8       271615      95.48   7.64        
10      335099      94.23   9.42        
12      398114      93.30   11.20       
14      460178      92.43   12.94       
16      521930      91.73   14.68       
18      581871      90.91   16.36       
20      644142      90.57   18.11       
22      700953      89.60   19.71       
24      767226      89.90   21.58       
26      826082      89.35   23.23       
28      884497      88.83   24.87       
30      941760      88.28   26.48       
32      999405      87.83   28.10       
34      1059150     87.60   29.78       
36      1122043     87.65   31.55       
38      1172280     86.75   32.97       
40      1218736     85.68   34.27       
42      1284103     85.98   36.11       
44      1330929     85.06   37.43       
46      1389340     84.94   39.07       
48      1449629     84.93   40.77       
52      1427372     77.19   40.14       
56      1449106     72.77   40.75       
60      1439728     67.48   40.49       
64      1443202     63.41   40.58       
