### params -i1024 -u20 -n10 / dur 5000
# number of cores: 10
#./bin/lpd48core/lb-map                          ./bin/lpd48core/lb-map_optik                    
 24225   26316   25158   24963   25207   26387   283     4528    774     582     595     1134    
 28316   30354   29434   29102   29416   30872   1077    5752    1802    2268    2388    3083    
 31594   33648   32854   32419   32769   34363   2134    33452   3073    3174    4613    3407    
 35520   37598   36875   36350   36738   38405   3662    77907   12853   3789    34878   4091    
 42609   44718   43988   43462   43864   45577   8333    181173  43663   6873    137930  28655   
