### params -i65534 -p40 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ././bin/lpd48core/lf-st_treiber ./bin/lpd48core/lb-st_lock      ./bin/lpd48core/lb-st_optik     
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       29505707    100.00  1           23446464    100.00  1           27081312    100.00  1           
2       10478082    17.76   0.36        1440846     3.07    0.06        10987786    20.29   0.41        
4       4367545     3.70    0.15        1584293     1.69    0.07        4503280     4.16    0.17        
6       2609415     1.47    0.09        1529182     1.09    0.07        2674857     1.65    0.10        
8       1978212     0.84    0.07        1523533     0.81    0.06        1885111     0.87    0.07        
10      1674981     0.57    0.06        1556399     0.66    0.07        1603181     0.59    0.06        
12      1490270     0.42    0.05        1520336     0.54    0.06        1308063     0.40    0.05        
14      1296301     0.31    0.04        1483156     0.45    0.06        1126620     0.30    0.04        
16      1025086     0.22    0.03        1515529     0.40    0.06        895276      0.21    0.03        
18      874969      0.16    0.03        1518349     0.36    0.06        763695      0.16    0.03        
20      718592      0.12    0.02        1529100     0.33    0.07        657856      0.12    0.02        
22      633719      0.10    0.02        1538823     0.30    0.07        557924      0.09    0.02        
24      556230      0.08    0.02        1518411     0.27    0.06        508238      0.08    0.02        
26      483136      0.06    0.02        1506208     0.25    0.06        455566      0.06    0.02        
28      436353      0.05    0.01        1504414     0.23    0.06        428522      0.06    0.02        
30      392551      0.04    0.01        1487831     0.21    0.06        398750      0.05    0.01        
32      360402      0.04    0.01        1539515     0.21    0.07        377529      0.04    0.01        
34      328119      0.03    0.01        1524059     0.19    0.07        360446      0.04    0.01        
36      301448      0.03    0.01        1515191     0.18    0.06        349889      0.04    0.01        
38      281149      0.03    0.01        1524343     0.17    0.07        328958      0.03    0.01        
40      263494      0.02    0.01        1509510     0.16    0.06        315554      0.03    0.01        
42      246544      0.02    0.01        1518417     0.15    0.06        298908      0.03    0.01        
44      234307      0.02    0.01        1523875     0.15    0.06        290022      0.02    0.01        
46      221106      0.02    0.01        1502319     0.14    0.06        274538      0.02    0.01        
48      213814      0.02    0.01        1483371     0.13    0.06        266199      0.02    0.01        
52      217900      0.01    0.01        6671        0.00    0.00        250415      0.02    0.01        
56      215617      0.01    0.01        7316        0.00    0.00        243730      0.02    0.01        
60      222453      0.01    0.01        8096        0.00    0.00        231990      0.01    0.01        
64      217045      0.01    0.01        5666        0.00    0.00        227118      0.01    0.01        
