### params -i1024 -u20 -n10 / dur 5000
# number of cores: 10
#./bin/lpdxeon2680/lb-map                        ./bin/lpdxeon2680/lb-map_optik                  
 1105    3081    941     1537    1494    1334    245     6962    633     542     581     994     
 2245    3718    1970    2834    3173    2561    1822    28354   2390    5270    5630    5478    
 3502    4654    2970    4066    4190    3538    8017    81022   8290    15414   20913   14922   
 7002    6453    4721    7601    5957    5281    23485   189718  22945   33202   83734   31734   
 541638  212506  197917  543362  199166  193357  44953   466238  46074   44262   348458  44145   
