### ./bin/lpd48core/lf-ht_harris / params -i2048 -r4096 -u20 -l2 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-ht_harris    
#cores  throughput  %linear scalability 
1       26207098    100.00  1           
2       23776534    45.36   0.91        
4       33565495    32.02   1.28        
6       42387469    26.96   1.62        
8       49227297    23.48   1.88        
10      56829728    21.68   2.17        
12      62735521    19.95   2.39        
14      68297250    18.61   2.61        
16      72574781    17.31   2.77        
18      76064430    16.12   2.90        
20      81042685    15.46   3.09        
22      84319217    14.62   3.22        
24      87865160    13.97   3.35        
26      86380153    12.68   3.30        
28      95240304    12.98   3.63        
30      89394075    11.37   3.41        
32      86045264    10.26   3.28        
34      89310957    10.02   3.41        
36      88807490    9.41    3.39        
38      88785906    8.92    3.39        
40      89265896    8.52    3.41        
42      88509441    8.04    3.38        
44      89284943    7.74    3.41        
46      89475819    7.42    3.41        
48      89549252    7.12    3.42        
52      86257026    6.33    3.29        
56      85934041    5.86    3.28        
60      85983672    5.47    3.28        
64      85407508    5.09    3.26        
