### ./bin/lpdxeon2680/lf-ht_harris / params -i4096 -r8192 -u10 -l2 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-ht_harris  
#cores  throughput  %linear scalability 
1       35757648    100.00  1           
2       63881199    89.33   1.79        
4       96533671    67.49   2.70        
6       141811370   66.10   3.97        
8       186534387   65.21   5.22        
10      230485075   64.46   6.45        
12      274406082   63.95   7.67        
14      309765045   61.88   8.66        
16      347262028   60.70   9.71        
18      376199360   58.45   10.52       
20      420280469   58.77   11.75       
22      442557168   56.26   12.38       
24      468905250   54.64   13.11       
26      466820731   50.21   13.06       
28      487569605   48.70   13.64       
30      508501322   47.40   14.22       
32      527589652   46.11   14.75       
34      550315775   45.27   15.39       
36      563344209   43.76   15.75       
38      579850736   42.67   16.22       
40      593981103   41.53   16.61       
44      540112574   34.33   15.10       
48      514821639   29.99   14.40       
52      495924507   26.67   13.87       
56      481679353   24.05   13.47       
60      470924904   21.95   13.17       
