### params -i1024 -u20 -n10 / dur 3000
# number of cores: 10
#./bin/iccluster029/lb-map                       ./bin/iccluster029/lb-map_optik                 
 20877   22108   20144   21604   21113   20895   180     5434    472     426     431     735     
 25086   26295   24389   25897   25489   25198   1531    22113   1853    4668    4093    4435    
 28647   29671   27736   29568   28928   28583   6150    66560   6847    12468   14683   11239   
 32459   33256   31329   33429   32589   32237   22163   153671  23889   32644   69592   25947   
 38013   38619   36732   38989   38054   37622   52877   395811  78848   55844   289272  57213   
