### params -i8192 -r16384 -u1 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lb-sl_herlihy ./bin/lpdxeon2680/lb-sl_optik   ./bin/lpdxeon2680/lb-sl_optik1  ./bin/lpdxeon2680/lb-sl_optik2  
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       4915755     100.00  1           4698595     100.00  1           4755427     100.00  1           4893051     100.00  1           
2       9678233     98.44   1.97        9241859     98.35   1.97        9446774     99.33   1.99        9672471     98.84   1.98        
4       18906704    96.15   3.85        18096468    96.29   3.85        18497339    97.24   3.89        18843436    96.28   3.85        
6       27544230    93.39   5.60        26440281    93.79   5.63        27004594    94.64   5.68        27562212    93.88   5.63        
8       36051891    91.67   7.33        34782309    92.53   7.40        35338111    92.89   7.43        36114235    92.26   7.38        
10      44356327    90.23   9.02        42719741    90.92   9.09        43523840    91.52   9.15        44402722    90.75   9.07        
12      52243722    88.57   10.63       50408801    89.40   10.73       51356839    90.00   10.80       52175335    88.86   10.66       
14      60146715    87.40   12.24       56602172    86.05   12.05       57216955    85.94   12.03       60000427    87.59   12.26       
16      67594370    85.94   13.75       63886930    84.98   13.60       65327197    85.86   13.74       65736217    83.97   13.43       
18      73705205    83.30   14.99       70621707    83.50   15.03       71373199    83.38   15.01       72449067    82.26   14.81       
20      79948183    81.32   16.26       77407498    82.37   16.47       78266754    82.29   16.46       79265552    81.00   16.20       
22      86927199    80.38   17.68       84039591    81.30   17.89       83896447    80.19   17.64       85507587    79.43   17.48       
24      91299332    77.39   18.57       88403203    78.40   18.81       90176520    79.01   18.96       91336572    77.78   18.67       
26      95804419    74.96   19.49       92650984    75.84   19.72       94105378    76.11   19.79       95770319    75.28   19.57       
28      99919456    72.59   20.33       97090397    73.80   20.66       98311802    73.83   20.67       99709318    72.78   20.38       
30      103560342   70.22   21.07       100920284   71.60   21.48       101676076   71.27   21.38       103554652   70.55   21.16       
32      107069483   68.07   21.78       104308577   69.37   22.20       105580858   69.38   22.20       106660385   68.12   21.80       
34      111465879   66.69   22.68       108386516   67.85   23.07       109338696   67.62   22.99       111145350   66.81   22.71       
36      114939084   64.95   23.38       112220574   66.34   23.88       113346383   66.21   23.84       113768511   64.59   23.25       
38      117975798   63.16   24.00       115867866   64.90   24.66       116132359   64.27   24.42       118302583   63.63   24.18       
40      122464307   62.28   24.91       119063066   63.35   25.34       119823682   62.99   25.20       121962893   62.31   24.93       
44      119851143   55.41   24.38       118430118   57.29   25.21       118824723   56.79   24.99       119916844   55.70   24.51       
48      119325023   50.57   24.27       117430512   52.07   24.99       117756692   51.59   24.76       119188178   50.75   24.36       
52      117983096   46.16   24.00       115808329   47.40   24.65       116950211   47.29   24.59       118660108   46.64   24.25       
56      116360415   42.27   23.67       115352479   43.84   24.55       116438096   43.72   24.49       116624454   42.56   23.83       
60      115775436   39.25   23.55       114499973   40.61   24.37       114563051   40.15   24.09       115558727   39.36   23.62       
