### ./bin/lpd48core/lf-sl_fraser / params -i4096 -r8192 -u10  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-sl_fraser    
#cores  throughput  %linear scalability 
1       4335399     100.00  1           
2       6708593     77.37   1.55        
4       12002010    69.21   2.77        
6       15886223    61.07   3.66        
8       19049729    54.92   4.39        
10      21247982    49.01   4.90        
12      24121304    46.37   5.56        
14      23494711    38.71   5.42        
16      27835154    40.13   6.42        
18      27221001    34.88   6.28        
20      31147292    35.92   7.18        
22      31075543    32.58   7.17        
24      33670749    32.36   7.77        
26      33711418    29.91   7.78        
28      36280048    29.89   8.37        
30      35877318    27.58   8.28        
32      37875939    27.30   8.74        
34      37327866    25.32   8.61        
36      39944171    25.59   9.21        
38      38990679    23.67   8.99        
40      41353899    23.85   9.54        
42      40279997    22.12   9.29        
44      41809344    21.92   9.64        
46      38785979    19.45   8.95        
48      41671169    20.02   9.61        
52      36968065    16.40   8.53        
56      33460749    13.78   7.72        
60      33321876    12.81   7.69        
64      31300682    11.28   7.22        
