### params -i8192 -r16384 -u1 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lb-ll_lazy    ./bin/lpdxeon2680/lb-ll_gl      ./bin/lpdxeon2680/lb-ll_optik_gl./bin/lpdxeon2680/lb-ll_optik   ./bin/lpdxeon2680/lb-ll_optik_cache
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       30137       100.00  1           20982       100.00  1           28991       100.00  1           29551       100.00  1           44672       100.00  1           
2       57044       94.64   1.89        41718       99.41   1.99        58105       100.21  2.00        56486       95.57   1.91        84014       94.03   1.88        
4       110687      91.82   3.67        81790       97.45   3.90        111445      96.10   3.84        110448      93.44   3.74        164829      92.24   3.69        
6       163987      90.69   5.44        119774      95.14   5.71        167096      96.06   5.76        165328      93.24   5.59        241153      89.97   5.40        
8       207690      86.14   6.89        156619      93.31   7.46        208911      90.08   7.21        209678      88.69   7.10        310795      86.97   6.96        
10      259684      86.17   8.62        190789      90.93   9.09        258284      89.09   8.91        260265      88.07   8.81        391698      87.68   8.77        
12      307559      85.04   10.21       222623      88.42   10.61       304777      87.61   10.51       303997      85.73   10.29       449526      83.86   10.06       
14      353356      83.75   11.72       251542      85.63   11.99       343838      84.72   11.86       349649      84.51   11.83       519776      83.11   11.64       
16      398068      82.55   13.21       283498      84.45   13.51       391068      84.31   13.49       394058      83.34   13.33       582576      81.51   13.04       
18      435931      80.36   14.46       312269      82.68   14.88       433533      83.08   14.95       430715      80.97   14.58       639875      79.58   14.32       
20      477546      79.23   15.85       338857      80.75   16.15       477036      82.27   16.45       478280      80.92   16.18       710398      79.51   15.90       
22      518491      78.20   17.20       367709      79.66   17.52       514454      80.66   17.75       516957      79.52   17.49       760831      77.42   17.03       
24      568646      78.62   18.87       395315      78.50   18.84       552803      79.45   19.07       558562      78.76   18.90       826016      77.04   18.49       
26      604192      77.11   20.05       417494      76.53   19.90       591001      78.41   20.39       606272      78.91   20.52       881568      75.90   19.73       
28      634231      75.16   21.04       441792      75.20   21.06       629324      77.53   21.71       634896      76.73   21.48       933101      74.60   20.89       
30      688683      76.17   22.85       465324      73.92   22.18       664905      76.45   22.93       680699      76.78   23.03       983344      73.38   22.01       
32      721388      74.80   23.94       484080      72.10   23.07       699987      75.45   24.14       720062      76.15   24.37       1039174     72.69   23.26       
34      755702      73.75   25.08       506437      70.99   24.14       732713      74.33   25.27       751580      74.80   25.43       1096165     72.17   24.54       
36      786225      72.47   26.09       530472      70.23   25.28       779774      74.71   26.90       791882      74.44   26.80       1153787     71.74   25.83       
38      831111      72.57   27.58       546894      68.59   26.06       804780      73.05   27.76       838499      74.67   28.37       1189553     70.08   26.63       
40      868951      72.08   28.83       568203      67.70   27.08       849516      73.26   29.30       869615      73.57   29.43       1269310     71.03   28.41       
44      871461      65.72   28.92       127610      13.82   6.08        844240      66.18   29.12       866109      66.61   29.31       1247733     63.48   27.93       
48      868096      60.01   28.80       81525       8.09    3.89        838367      60.25   28.92       867171      61.14   29.34       1254021     58.48   28.07       
52      865484      55.23   28.72       58897       5.40    2.81        851947      56.51   29.39       863193      56.17   29.21       1246630     53.67   27.91       
56      856765      50.77   28.43       54379       4.63    2.59        837835      51.61   28.90       854312      51.62   28.91       1240208     49.58   27.76       
60      864670      47.82   28.69       48763       3.87    2.32        841192      48.36   29.02       859732      48.49   29.09       1228077     45.82   27.49       
