### ./bin/lpdxeon2680/lf-ht_harris / params -i512 -r1024 -u50 -l2 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-ht_harris  
#cores  throughput  %linear scalability 
1       34979789    100.00  1           
2       44955216    64.26   1.29        
4       54201742    38.74   1.55        
6       73827429    35.18   2.11        
8       98565176    35.22   2.82        
10      119966732   34.30   3.43        
12      142349618   33.91   4.07        
14      154207260   31.49   4.41        
16      173017668   30.91   4.95        
18      186438050   29.61   5.33        
20      204488025   29.23   5.85        
22      218607262   28.41   6.25        
24      228888086   27.26   6.54        
26      237266893   26.09   6.78        
28      246314228   25.15   7.04        
30      253577027   24.16   7.25        
32      260986481   23.32   7.46        
34      268630508   22.59   7.68        
36      277378268   22.03   7.93        
38      285227140   21.46   8.15        
40      291615187   20.84   8.34        
44      249435470   16.21   7.13        
48      232609702   13.85   6.65        
52      226508823   12.45   6.48        
56      219425509   11.20   6.27        
60      215655720   10.28   6.17        
