### params -i8192 -r16384 -u1 / keep median of reps 5 of dur 2000
# Result from 5 repetitions: median
#       ./bin/lpdxeon2680/lf-sl_fraser  ./bin/lpdxeon2680/lb-sl_herlihy ./bin/lpdxeon2680/lb-sl_optik   ./bin/lpdxeon2680/lb-sl_optik1  ./bin/lpdxeon2680/lb-sl_optik2  
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       5001040     100.00  1           5085968     100.00  1           5291425     100.00  1           5380695     100.00  1           5595228     100.00  1           
2       10140010    101.38  2.03        11123276    109.35  2.19        10627277    100.42  2.01        10689697    99.33   1.99        10987984    98.19   1.96        
4       19948798    99.72   3.99        22031275    108.29  4.33        20484393    96.78   3.87        21374566    99.31   3.97        21805133    97.43   3.90        
6       27890476    92.95   5.58        29911266    98.02   5.88        30334956    95.55   5.73        29329806    90.85   5.45        30077390    89.59   5.38        
8       35309856    88.26   7.06        38772202    95.29   7.62        36336126    85.84   6.87        36397014    84.55   6.76        37975748    84.84   6.79        
10      42457381    84.90   8.49        44057751    86.63   8.66        42688410    80.67   8.07        41826633    77.73   7.77        45670833    81.62   8.16        
12      47511732    79.17   9.50        50010963    81.94   9.83        50825721    80.04   9.61        49328728    76.40   9.17        49579188    73.84   8.86        
14      52241839    74.62   10.45       55182360    77.50   10.85       53198083    71.81   10.05       53340508    70.81   9.91        55550657    70.92   9.93        
16      58011019    72.50   11.60       60563725    74.43   11.91       56993624    67.32   10.77       59188612    68.75   11.00       58806277    65.69   10.51       
18      62583184    69.52   12.51       68124756    74.41   13.39       65753812    69.04   12.43       69089272    71.33   12.84       67122862    66.65   12.00       
20      71232548    71.22   14.24       74194771    72.94   14.59       72195686    68.22   13.64       71062919    66.04   13.21       67663559    60.47   12.09       
22      71023460    64.55   14.20       78099002    69.80   15.36       73604314    63.23   13.91       76128279    64.31   14.15       77529547    62.98   13.86       
24      73397916    61.15   14.68       77935896    63.85   15.32       77221570    60.81   14.59       81440824    63.07   15.14       79897050    59.50   14.28       
26      77350875    59.49   15.47       83705735    63.30   16.46       80035198    58.17   15.13       79279260    56.67   14.73       79440688    54.61   14.20       
28      80520420    57.50   16.10       82677464    58.06   16.26       82499006    55.68   15.59       82506876    54.76   15.33       83360741    53.21   14.90       
30      83542298    55.68   16.70       84670346    55.49   16.65       89148192    56.16   16.85       88318846    54.71   16.41       85528342    50.95   15.29       
32      81705266    51.06   16.34       88071167    54.11   17.32       87224503    51.51   16.48       86157416    50.04   16.01       83536050    46.66   14.93       
34      83974392    49.39   16.79       88978678    51.46   17.49       86746346    48.22   16.39       89228785    48.77   16.58       91140386    47.91   16.29       
36      84023723    46.67   16.80       91490924    49.97   17.99       87921254    46.15   16.62       90063742    46.50   16.74       89390692    44.38   15.98       
38      84641917    44.54   16.92       89098106    46.10   17.52       91984645    45.75   17.38       86939126    42.52   16.16       89229932    41.97   15.95       
40      87507733    43.74   17.50       90819966    44.64   17.86       91241870    43.11   17.24       95663596    44.45   17.78       99650548    44.52   17.81       
44      84329015    38.32   16.86       90011310    40.22   17.70       89845838    38.59   16.98       92022221    38.87   17.10       92143463    37.43   16.47       
48      81399158    33.91   16.28       89420446    36.63   17.58       87192850    34.33   16.48       86803158    33.61   16.13       91268191    33.98   16.31       
52      82617500    31.77   16.52       87497266    33.08   17.20       93678793    34.05   17.70       85647598    30.61   15.92       87596769    30.11   15.66       
56      83624240    29.86   16.72       90181770    31.66   17.73       85350204    28.80   16.13       90275466    29.96   16.78       88967161    28.39   15.90       
60      85408165    28.46   17.08       88591310    29.03   17.42       86091114    27.12   16.27       85818604    26.58   15.95       85753342    25.54   15.33       
