### ./bin/lpd48core/lf-ht_harris / params -i8192 -r16384 -u1 -l2 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-ht_harris    
#cores  throughput  %linear scalability 
1       21586102    100.00  1           
2       40098311    92.88   1.86        
4       75164467    87.05   3.48        
6       106523855   82.25   4.93        
8       136675631   79.15   6.33        
10      163013878   75.52   7.55        
12      190798446   73.66   8.84        
14      214059907   70.83   9.92        
16      236483168   68.47   10.96       
18      258624550   66.56   11.98       
20      281092949   65.11   13.02       
22      300532472   63.28   13.92       
24      322290088   62.21   14.93       
26      339991442   60.58   15.75       
28      356270394   58.95   16.50       
30      375294338   57.95   17.39       
32      394103243   57.05   18.26       
34      409279211   55.77   18.96       
36      427563603   55.02   19.81       
38      447181126   54.52   20.72       
40      460591246   53.34   21.34       
42      479840991   52.93   22.23       
44      490981094   51.69   22.75       
46      510915478   51.45   23.67       
48      524085494   50.58   24.28       
52      521220711   46.43   24.15       
56      521764369   43.16   24.17       
60      519798880   40.13   24.08       
64      518573723   37.54   24.02       
