### params -i2048 -r4096 -u20 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lb-sl_herlihy ./bin/lpdxeon2680/lb-sl_optik   ./bin/lpdxeon2680/lb-sl_optik1  ./bin/lpdxeon2680/lb-sl_optik2  
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       6767916     100.00  1           6712246     100.00  1           6773703     100.00  1           6791275     100.00  1           
2       12335963    91.14   1.82        11289874    84.10   1.68        10557144    77.93   1.56        10119487    74.50   1.49        
4       19050861    70.37   2.81        19223432    71.60   2.86        19547443    72.14   2.89        19362889    71.28   2.85        
6       27520112    67.77   4.07        27727762    68.85   4.13        28160872    69.29   4.16        27887555    68.44   4.11        
8       35401779    65.39   5.23        35658995    66.41   5.31        36265609    66.92   5.35        35993231    66.25   5.30        
10      42831719    63.29   6.33        43112225    64.23   6.42        43965386    64.91   6.49        43196380    63.61   6.36        
12      49709558    61.21   7.34        49008719    60.84   7.30        50105839    61.64   7.40        50141345    61.53   7.38        
14      55016394    58.06   8.13        56410556    60.03   8.40        56269670    59.34   8.31        56727900    59.66   8.35        
16      60670033    56.03   8.96        61415744    57.19   9.15        62638128    57.80   9.25        62360934    57.39   9.18        
18      67183116    55.15   9.93        67055753    55.50   9.99        67903046    55.69   10.02       67733356    55.41   9.97        
20      74087621    54.73   10.95       72220633    53.80   10.76       73526998    54.27   10.85       73370033    54.02   10.80       
22      77909609    52.33   11.51       77825788    52.70   11.59       78264531    52.52   11.55       76751910    51.37   11.30       
24      80881541    49.79   11.95       82970974    51.50   12.36       83951782    51.64   12.39       82128931    50.39   12.09       
26      85941855    48.84   12.70       86712366    49.69   12.92       86680537    49.22   12.80       86711888    49.11   12.77       
28      89952256    47.47   13.29       88719388    47.21   13.22       91947042    48.48   13.57       88908201    46.76   13.09       
30      92782413    45.70   13.71       92943868    46.16   13.85       92958313    45.74   13.72       92880444    45.59   13.68       
32      95565826    44.13   14.12       95661297    44.54   14.25       96729816    44.63   14.28       95786963    44.08   14.10       
34      98024199    42.60   14.48       98654625    43.23   14.70       100164094   43.49   14.79       98419530    42.62   14.49       
36      103259759   42.38   15.26       102252953   42.32   15.23       102750925   42.14   15.17       102405109   41.89   15.08       
38      105178075   40.90   15.54       105556960   41.38   15.73       107454762   41.75   15.86       104447889   40.47   15.38       
40      107528399   39.72   15.89       109389817   40.74   16.30       108952339   40.21   16.08       106775234   39.31   15.72       
44      65400911    21.96   9.66        78287324    26.51   11.66       80772100    27.10   11.92       69896844    23.39   10.29       
48      52825256    16.26   7.81        65070023    20.20   9.69        68673713    21.12   10.14       55819243    17.12   8.22        
52      42890202    12.19   6.34        57093284    16.36   8.51        60460986    17.17   8.93        47744710    13.52   7.03        
56      34640715    9.14    5.12        49231197    13.10   7.33        55286777    14.57   8.16        39214480    10.31   5.77        
60      28675026    7.06    4.24        45957626    11.41   6.85        50848645    12.51   7.51        34391525    8.44    5.06        
