### ./bin/lpd48core/lf-ll_harris_opt / params -i2048 -r4096 -u20  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-ll_harris_opt
#cores  throughput  %linear scalability 
1       227213      100.00  1           
2       398220      87.63   1.75        
4       691524      76.09   3.04        
6       915706      67.17   4.03        
8       1134031     62.39   4.99        
10      1350997     59.46   5.95        
12      1564644     57.39   6.89        
14      1731725     54.44   7.62        
16      1882438     51.78   8.28        
18      1979244     48.39   8.71        
20      2130990     46.89   9.38        
22      2335167     46.72   10.28       
24      2399680     44.01   10.56       
26      2178750     36.88   9.59        
28      2617668     41.15   11.52       
30      2830491     41.52   12.46       
32      2828506     38.90   12.45       
34      2904204     37.59   12.78       
36      3267131     39.94   14.38       
38      3157353     36.57   13.90       
40      3217622     35.40   14.16       
42      3345039     35.05   14.72       
44      3151402     31.52   13.87       
46      3158091     30.22   13.90       
48      3147475     28.86   13.85       
52      3019514     25.56   13.29       
56      2949771     23.18   12.98       
60      3028219     22.21   13.33       
64      3061748     21.06   13.48       
