### params -i128 -r256 -u100 / keep median of reps 5 of dur 2000
# Result from 5 repetitions: median
#       ./bin/lpdxeon2680/lf-sl_fraser  ./bin/lpdxeon2680/lb-sl_herlihy ./bin/lpdxeon2680/lb-sl_optik   ./bin/lpdxeon2680/lb-sl_optik1  ./bin/lpdxeon2680/lb-sl_optik2  
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       7194482     100.00  1           8173083     100.00  1           8234335     100.00  1           8465022     100.00  1           7974102     100.00  1           
2       6109839     42.46   0.85        6446926     39.44   0.79        5819672     35.34   0.71        6231062     36.80   0.74        11349994    71.17   1.42        
4       9745532     33.86   1.35        11321332    34.63   1.39        9246825     28.07   1.12        10262986    30.31   1.21        10105498    31.68   1.27        
6       13056674    30.25   1.81        13094225    26.70   1.60        11661730    23.60   1.42        13110736    25.81   1.55        12516320    26.16   1.57        
8       14559722    25.30   2.02        13997508    21.41   1.71        12915066    19.61   1.57        14923308    22.04   1.76        12939974    20.28   1.62        
10      14744364    20.49   2.05        14571230    17.83   1.78        14170735    17.21   1.72        16965824    20.04   2.00        16478639    20.67   2.07        
12      15822627    18.33   2.20        16367232    16.69   2.00        13741016    13.91   1.67        16262504    16.01   1.92        15475748    16.17   1.94        
14      16792418    16.67   2.33        16469422    14.39   2.02        14428835    12.52   1.75        17041894    14.38   2.01        16258228    14.56   2.04        
16      17749036    15.42   2.47        16635834    12.72   2.04        15107956    11.47   1.83        17886540    13.21   2.11        16921746    13.26   2.12        
18      18034386    13.93   2.51        16976063    11.54   2.08        15506907    10.46   1.88        18436408    12.10   2.18        17699248    12.33   2.22        
20      18689199    12.99   2.60        17677091    10.81   2.16        15965138    9.69    1.94        19200590    11.34   2.27        18055902    11.32   2.26        
22      19276456    12.18   2.68        17153276    9.54    2.10        16445442    9.08    2.00        19603818    10.53   2.32        18430061    10.51   2.31        
24      19903037    11.53   2.77        17235352    8.79    2.11        16852008    8.53    2.05        20152746    9.92    2.38        19092522    9.98    2.39        
26      20473050    10.94   2.85        17273094    8.13    2.11        16948565    7.92    2.06        20743703    9.43    2.45        19446815    9.38    2.44        
28      21125816    10.49   2.94        17164670    7.50    2.10        17318964    7.51    2.10        21170324    8.93    2.50        19830576    8.88    2.49        
30      21627960    10.02   3.01        16937144    6.91    2.07        17723258    7.17    2.15        21601758    8.51    2.55        20167244    8.43    2.53        
32      22125736    9.61    3.08        16705940    6.39    2.04        17815426    6.76    2.16        21902421    8.09    2.59        20369603    7.98    2.55        
34      22617450    9.25    3.14        16213396    5.83    1.98        18173346    6.49    2.21        22414336    7.79    2.65        20618200    7.60    2.59        
36      23019390    8.89    3.20        15684068    5.33    1.92        18449194    6.22    2.24        22899564    7.51    2.71        20577712    7.17    2.58        
38      23400019    8.56    3.25        15295159    4.92    1.87        18722880    5.98    2.27        23126668    7.19    2.73        20797926    6.86    2.61        
40      23714046    8.24    3.30        14651041    4.48    1.79        18567221    5.64    2.25        23088361    6.82    2.73        20903571    6.55    2.62        
44      23079530    7.29    3.21        9124387     2.54    1.12        11376120    3.14    1.38        15977400    4.29    1.89        13022909    3.71    1.63        
48      22419428    6.49    3.12        6104182     1.56    0.75        8162432     2.07    0.99        12343779    3.04    1.46        8978696     2.35    1.13        
52      22194512    5.93    3.08        4602650     1.08    0.56        7486278     1.75    0.91        10211304    2.32    1.21        7315652     1.76    0.92        
56      22079007    5.48    3.07        4017274     0.88    0.49        6599602     1.43    0.80        9640858     2.03    1.14        5439880     1.22    0.68        
60      21807826    5.05    3.03        3331361     0.68    0.41        5729968     1.16    0.70        7975606     1.57    0.94        4526184     0.95    0.57        
