### ./bin/lpdxeon2680/lf-sl_fraser / params -i2048 -r4096 -u20  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-sl_fraser  
#cores  throughput  %linear scalability 
1       5905294     100.00  1           
2       8906015     75.41   1.51        
4       17112358    72.44   2.90        
6       24639113    69.54   4.17        
8       31946543    67.62   5.41        
10      38788965    65.69   6.57        
12      44846896    63.29   7.59        
14      50300022    60.84   8.52        
16      55442829    58.68   9.39        
18      60222510    56.66   10.20       
20      66872835    56.62   11.32       
22      70067923    53.93   11.87       
24      72649356    51.26   12.30       
26      78121617    50.88   13.23       
28      79435032    48.04   13.45       
30      84427331    47.66   14.30       
32      85943149    45.48   14.55       
34      88681407    44.17   15.02       
36      91892650    43.23   15.56       
38      94152639    41.96   15.94       
40      97057572    41.09   16.44       
44      87783542    33.78   14.87       
48      84987505    29.98   14.39       
52      83011698    27.03   14.06       
56      80512249    24.35   13.63       
60      78640223    22.19   13.32       
