### ./bin/lpdxeon2680/lf-ll_harris_opt / params -i8192 -r16384 -u1  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-ll_harris_opt
#cores  throughput  %linear scalability 
1       28322       100.00  1           
2       52947       93.47   1.87        
4       107025      94.47   3.78        
6       159808      94.04   5.64        
8       200799      88.62   7.09        
10      253498      89.51   8.95        
12      293245      86.28   10.35       
14      339323      85.58   11.98       
16      387433      85.50   13.68       
18      423312      83.04   14.95       
20      468342      82.68   16.54       
22      516424      82.88   18.23       
24      550136      80.93   19.42       
26      584014      79.31   20.62       
28      616127      77.69   21.75       
30      658551      77.51   23.25       
32      699358      77.17   24.69       
34      735965      76.43   25.99       
36      767398      75.27   27.10       
38      809843      75.25   28.59       
40      837487      73.93   29.57       
44      834331      66.95   29.46       
48      839410      61.75   29.64       
52      837305      56.85   29.56       
56      837455      52.80   29.57       
60      834003      49.08   29.45       
