### params -i4 -u20 -n10 / dur 2000
# number of cores: 10
#./bin/lpdxeon2680/lb-map                        ./bin/lpdxeon2680/lb-map_optik                  
 2604    2679    2572    3361    3061    3057    60      157     118     44      88      37      
 3585    4012    3535    3956    3768    3764    65      425     440     45      500     41      
 4135    4556    4117    4308    4204    4199    82      1186    1180    53      1253    74      
 4543    4995    4500    4744    4609    4604    693     13677   13662   662     13905   562     
 5265    5700    5229    5947    5279    5280    2342    38086   37937   1905    40209   1260    
