### ./bin/lpd48core/lf-ll_harris_opt / params -i128 -r256 -u100  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-ll_harris_opt
#cores  throughput  %linear scalability 
1       3940851     100.00  1           
2       4132071     52.43   1.05        
4       5212266     33.07   1.32        
6       5810613     24.57   1.47        
8       5987967     18.99   1.52        
10      6254617     15.87   1.59        
12      6356002     13.44   1.61        
14      6509761     11.80   1.65        
16      6587856     10.45   1.67        
18      6707464     9.46    1.70        
20      6693598     8.49    1.70        
22      6823573     7.87    1.73        
24      6847281     7.24    1.74        
26      6880405     6.72    1.75        
28      6911713     6.26    1.75        
30      6910440     5.85    1.75        
32      6915659     5.48    1.75        
34      6935730     5.18    1.76        
36      6944695     4.90    1.76        
38      6957644     4.65    1.77        
40      6969893     4.42    1.77        
42      6957894     4.20    1.77        
44      6911627     3.99    1.75        
46      6920711     3.82    1.76        
48      6927693     3.66    1.76        
52      6928159     3.38    1.76        
56      6938359     3.14    1.76        
60      6925195     2.93    1.76        
64      6918935     2.74    1.76        
