### ./bin/lpdxeon2680/lf-sl_fraser / params -i4096 -r8192 -u10  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-sl_fraser  
#cores  throughput  %linear scalability 
1       5046124     100.00  1           
2       9414889     93.29   1.87        
4       17250588    85.46   3.42        
6       25176709    83.16   4.99        
8       32870304    81.42   6.51        
10      40261688    79.79   7.98        
12      47033158    77.67   9.32        
14      53748369    76.08   10.65       
16      59227490    73.36   11.74       
18      64893567    71.44   12.86       
20      71379881    70.73   14.15       
22      76365718    68.79   15.13       
24      80959271    66.85   16.04       
26      84359325    64.30   16.72       
28      87420760    61.87   17.32       
30      91292507    60.31   18.09       
32      90600540    56.11   17.95       
34      95388996    55.60   18.90       
36      96058328    52.88   19.04       
38      99820617    52.06   19.78       
40      102760076   50.91   20.36       
44      92422123    41.63   18.32       
48      91050088    37.59   18.04       
52      89664150    34.17   17.77       
56      88090289    31.17   17.46       
60      86605289    28.60   17.16       
