### ./bin/lpd48core/lf-ht_harris / params -i4096 -r8192 -u10 -l2 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lf-ht_harris    
#cores  throughput  %linear scalability 
1       25238813    100.00  1           
2       30188495    59.81   1.20        
4       46145321    45.71   1.83        
6       59549436    39.32   2.36        
8       67630694    33.50   2.68        
10      77374736    30.66   3.07        
12      84615539    27.94   3.35        
14      93208703    26.38   3.69        
16      100833292   24.97   4.00        
18      106283186   23.40   4.21        
20      114103755   22.60   4.52        
22      120402575   21.68   4.77        
24      124126326   20.49   4.92        
26      131894717   20.10   5.23        
28      134283263   19.00   5.32        
30      141140744   18.64   5.59        
32      138168865   17.11   5.47        
34      143339208   16.70   5.68        
36      149908322   16.50   5.94        
38      145084418   15.13   5.75        
40      147450812   14.61   5.84        
42      150718733   14.22   5.97        
44      148205683   13.35   5.87        
46      147885996   12.74   5.86        
48      149546498   12.34   5.93        
52      144842391   11.04   5.74        
56      144805419   10.25   5.74        
60      143944809   9.51    5.70        
64      143117299   8.86    5.67        
