### params -i2048 -r4096 -u20 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lb-ll_lazy      ./bin/lpd48core/lb-ll_gl        ./bin/lpd48core/lb-ll_optik_gl  ./bin/lpd48core/lb-ll_optik     ./bin/lpd48core/lb-ll_optik_cache
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       263756      100.00  1           149647      100.00  1           263085      100.00  1           247262      100.00  1           396034      100.00  1           
2       446543      84.65   1.69        282822      94.50   1.89        432757      82.25   1.64        422443      85.42   1.71        659488      83.26   1.67        
4       754571      71.52   2.86        488775      81.65   3.27        672959      63.95   2.56        713051      72.09   2.88        1098329     69.33   2.77        
6       974952      61.61   3.70        526104      58.59   3.52        767816      48.64   2.92        928047      62.55   3.75        1426552     60.03   3.60        
8       1196505     56.71   4.54        480008      40.10   3.21        797946      37.91   3.03        1152986     58.29   4.66        1758009     55.49   4.44        
10      1423698     53.98   5.40        436120      29.14   2.91        798223      30.34   3.03        1372396     55.50   5.55        2084368     52.63   5.26        
12      1650344     52.14   6.26        404491      22.52   2.70        793328      25.13   3.02        1590726     53.61   6.43        2406828     50.64   6.08        
14      1868913     50.61   7.09        377999      18.04   2.53        782086      21.23   2.97        1804416     52.13   7.30        2718342     49.03   6.86        
16      2015081     47.75   7.64        359742      15.02   2.40        769784      18.29   2.93        1971651     49.84   7.97        2914015     45.99   7.36        
18      2232017     47.01   8.46        344085      12.77   2.30        745500      15.74   2.83        2134860     47.97   8.63        3149422     44.18   7.95        
20      2297080     43.55   8.71        329048      10.99   2.20        731025      13.89   2.78        2243242     45.36   9.07        3262534     41.19   8.24        
22      2443116     42.10   9.26        316043      9.60    2.11        711303      12.29   2.70        2389656     43.93   9.66        3460692     39.72   8.74        
24      2522992     39.86   9.57        308660      8.59    2.06        666549      10.56   2.53        2550708     42.98   10.32       3711253     39.05   9.37        
26      2720899     39.68   10.32       298064      7.66    1.99        604419      8.84    2.30        2622613     40.79   10.61       3859235     37.48   9.74        
28      2761154     37.39   10.47       286173      6.83    1.91        570218      7.74    2.17        2752693     39.76   11.13       4045831     36.49   10.22       
30      2922174     36.93   11.08       273431      6.09    1.83        520802      6.60    1.98        2873952     38.74   11.62       4136803     34.82   10.45       
32      2853665     33.81   10.82       262664      5.49    1.76        496792      5.90    1.89        2874639     36.33   11.63       4168671     32.89   10.53       
34      2987478     33.31   11.33       252093      4.95    1.68        500568      5.60    1.90        3134057     37.28   12.68       4132986     30.69   10.44       
36      3350065     35.28   12.70       242171      4.50    1.62        485104      5.12    1.84        3317939     37.27   13.42       4260471     29.88   10.76       
38      3070687     30.64   11.64       233733      4.11    1.56        498177      4.98    1.89        3132092     33.33   12.67       4677480     31.08   11.81       
40      3235289     30.67   12.27       225911      3.77    1.51        504018      4.79    1.92        3155400     31.90   12.76       5001816     31.57   12.63       
42      3463911     31.27   13.13       219915      3.50    1.47        518584      4.69    1.97        3108651     29.93   12.57       4588946     27.59   11.59       
44      3393244     29.24   12.87       212147      3.22    1.42        534049      4.61    2.03        3388438     31.15   13.70       5272236     30.26   13.31       
46      3531858     29.11   13.39       208327      3.03    1.39        544196      4.50    2.07        3404114     29.93   13.77       4986294     27.37   12.59       
48      3810587     30.10   14.45       198772      2.77    1.33        550726      4.36    2.09        3433907     28.93   13.89       5154555     27.12   13.02       
52      3730653     27.20   14.14       8740        0.11    0.06        565818      4.14    2.15        3199170     24.88   12.94       4678179     22.72   11.81       
56      3329438     22.54   12.62       6645        0.08    0.04        572328      3.88    2.18        3234582     23.36   13.08       4731174     21.33   11.95       
60      3246771     20.52   12.31       5243        0.06    0.04        577431      3.66    2.19        3362507     22.66   13.60       4323068     18.19   10.92       
64      3142961     18.62   11.92       4633        0.05    0.03        584449      3.47    2.22        3029425     19.14   12.25       4382607     17.29   11.07       
