### params -i2048 -r4096 -u20 / keep median of reps 5 of dur 2000
# Result from 5 repetitions: median
#       ./bin/lpdxeon2680/lf-sl_fraser  ./bin/lpdxeon2680/lb-sl_herlihy ./bin/lpdxeon2680/lb-sl_optik   ./bin/lpdxeon2680/lb-sl_optik1  ./bin/lpdxeon2680/lb-sl_optik2  
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       6129948     100.00  1           7485168     100.00  1           7187363     100.00  1           6755686     100.00  1           7284265     100.00  1           
2       12175232    99.31   1.99        13050775    87.18   1.74        12819020    89.18   1.78        11259660    83.33   1.67        11224374    77.05   1.54        
4       19407512    79.15   3.17        21033426    70.25   2.81        21205750    73.76   2.95        21549474    79.75   3.19        21185297    72.71   2.91        
6       26626110    72.39   4.34        28957460    64.48   3.87        26847549    62.26   3.74        27111895    66.89   4.01        28372893    64.92   3.90        
8       30398866    61.99   4.96        34298668    57.28   4.58        34224069    59.52   4.76        34271240    63.41   5.07        32171234    55.21   4.42        
10      35116096    57.29   5.73        40193514    53.70   5.37        38811242    54.00   5.40        41020283    60.72   6.07        38858765    53.35   5.33        
12      38736942    52.66   6.32        43514492    48.45   5.81        43519652    50.46   6.06        42782320    52.77   6.33        43392268    49.64   5.96        
14      44098637    51.39   7.19        48368245    46.16   6.46        49219785    48.92   6.85        48659044    51.45   7.20        49103496    48.15   6.74        
16      47586306    48.52   7.76        54011914    45.10   7.22        53585640    46.60   7.46        53631634    49.62   7.94        53458654    45.87   7.34        
18      52469996    47.55   8.56        59074250    43.85   7.89        57838097    44.71   8.05        57463116    47.25   8.51        57014268    43.48   7.83        
20      58143614    47.43   9.49        62889840    42.01   8.40        59923856    41.69   8.34        59156692    43.78   8.76        61573588    42.26   8.45        
22      60243566    44.67   9.83        65941218    40.04   8.81        63224952    39.98   8.80        65809442    44.28   9.74        64032824    39.96   8.79        
24      64462073    43.82   10.52       70082005    39.01   9.36        69121166    40.07   9.62        67074885    41.37   9.93        67223512    38.45   9.23        
26      66440546    41.69   10.84       74360413    38.21   9.93        72172408    38.62   10.04       72502160    41.28   10.73       72631518    38.35   9.97        
28      67974092    39.60   11.09       76692712    36.59   10.25       73626448    36.59   10.24       73837676    39.03   10.93       74408984    36.48   10.22       
30      70745672    38.47   11.54       77432238    34.48   10.34       77302408    35.85   10.76       77815806    38.40   11.52       77054942    35.26   10.58       
32      72459922    36.94   11.82       80515002    33.61   10.76       79518764    34.57   11.06       82364825    38.10   12.19       76613724    32.87   10.52       
34      74744381    35.86   12.19       82458134    32.40   11.02       82458804    33.74   11.47       79662084    34.68   11.79       80861119    32.65   11.10       
36      75686397    34.30   12.35       84574049    31.39   11.30       85374282    33.00   11.88       84048912    34.56   12.44       83073232    31.68   11.40       
38      77503094    33.27   12.64       86735862    30.49   11.59       83833095    30.69   11.66       86284988    33.61   12.77       85882060    31.03   11.79       
40      78121923    31.86   12.74       88450882    29.54   11.82       88230488    30.69   12.28       87916574    32.53   13.01       88295798    30.30   12.12       
44      73674708    27.32   12.02       69239521    21.02   9.25        71725176    22.68   9.98        74904500    25.20   11.09       70463264    21.98   9.67        
48      70174940    23.85   11.45       54774968    15.25   7.32        62315247    18.06   8.67        65733993    20.27   9.73        57269770    16.38   7.86        
52      69324971    21.75   11.31       45826333    11.77   6.12        57268996    15.32   7.97        56440036    16.07   8.35        50375394    13.30   6.92        
56      66082669    19.25   10.78       35298206    8.42    4.72        49346386    12.26   6.87        50463136    13.34   7.47        44555780    10.92   6.12        
60      66406922    18.06   10.83       31175754    6.94    4.17        45975565    10.66   6.40        49187127    12.13   7.28        36520958    8.36    5.01        
