### ./bin/lpdxeon2680/lf-ll_harris_opt / params -i2048 -r4096 -u20  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-ll_harris_opt
#cores  throughput  %linear scalability 
1       161659      100.00  1           
2       171097      52.92   1.06        
4       444940      68.81   2.75        
6       713768      73.59   4.42        
8       921127      71.22   5.70        
10      1150048     71.14   7.11        
12      1317381     67.91   8.15        
14      1546809     68.35   9.57        
16      1738985     67.23   10.76       
18      1938581     66.62   11.99       
20      2107752     65.19   13.04       
22      2239860     62.98   13.86       
24      2394949     61.73   14.81       
26      2542708     60.50   15.73       
28      2667208     58.92   16.50       
30      2738166     56.46   16.94       
32      2936491     56.76   18.16       
34      2968790     54.01   18.36       
36      3137547     53.91   19.41       
38      3202829     52.14   19.81       
40      3178110     49.15   19.66       
44      3010299     42.32   18.62       
48      3043757     39.23   18.83       
52      2941605     34.99   18.20       
56      2933807     32.41   18.15       
60      2842843     29.31   17.59       
