### ./bin/lpdxeon2680/lf-ll_harris_opt / params -i512 -r1024 -u50  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-ll_harris_opt
#cores  throughput  %linear scalability 
1       1438098     100.00  1           
2       910748      31.67   0.63        
4       2910697     50.60   2.02        
6       4150937     48.11   2.89        
8       5100192     44.33   3.55        
10      6018856     41.85   4.19        
12      6671691     38.66   4.64        
14      7740298     38.45   5.38        
16      7861427     34.17   5.47        
18      8840572     34.15   6.15        
20      9211992     32.03   6.41        
22      9421746     29.78   6.55        
24      10414122    30.17   7.24        
26      10674028    28.55   7.42        
28      11212026    27.84   7.80        
30      11761525    27.26   8.18        
32      11519731    25.03   8.01        
34      11539109    23.60   8.02        
36      11505266    22.22   8.00        
38      12396323    22.68   8.62        
40      11659517    20.27   8.11        
44      11467114    18.12   7.97        
48      11341855    16.43   7.89        
52      11209467    14.99   7.79        
56      10798908    13.41   7.51        
60      10691458    12.39   7.43        
