### params -i4096 -r8192 -u10 / keep median of reps 5 of dur 2000
# Result from 5 repetitions: median
#       ./bin/lpdxeon2680/lf-sl_fraser  ./bin/lpdxeon2680/lb-sl_herlihy ./bin/lpdxeon2680/lb-sl_optik   ./bin/lpdxeon2680/lb-sl_optik1  ./bin/lpdxeon2680/lb-sl_optik2  
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       5722245     100.00  1           6558676     100.00  1           6173382     100.00  1           5649355     100.00  1           6416764     100.00  1           
2       11098787    96.98   1.94        11317785    86.28   1.73        10878981    88.11   1.76        11018368    97.52   1.95        11346062    88.41   1.77        
4       19842185    86.69   3.47        21314862    81.25   3.25        20532576    83.15   3.33        21409300    94.74   3.79        21185727    82.54   3.30        
6       26413695    76.93   4.62        30126240    76.56   4.59        28196374    76.12   4.57        28777046    84.90   5.09        29545790    76.74   4.60        
8       31897367    69.68   5.57        35281960    67.24   5.38        36301926    73.50   5.88        35638402    78.86   6.31        34343194    66.90   5.35        
10      38320396    66.97   6.70        41435940    63.18   6.32        42588988    68.99   6.90        41414354    73.31   7.33        42625540    66.43   6.64        
12      43523317    63.38   7.61        47085508    59.83   7.18        47568750    64.21   7.71        45725641    67.45   8.09        46271340    60.09   7.21        
14      47882248    59.77   8.37        52781484    57.48   8.05        51182176    59.22   8.29        51300982    64.86   9.08        51085455    56.87   7.96        
16      52423614    57.26   9.16        57947729    55.22   8.84        54248302    54.92   8.79        57140545    63.22   10.11       56015818    54.56   8.73        
18      57191010    55.53   9.99        61129388    51.78   9.32        63028132    56.72   10.21       62545919    61.51   11.07       62912863    54.47   9.80        
20      62565742    54.67   10.93       65391956    49.85   9.97        64332662    52.10   10.42       64654676    57.22   11.44       64499862    50.26   10.05       
22      66243889    52.62   11.58       72062382    49.94   10.99       69538426    51.20   11.26       68501726    55.12   12.13       69879834    49.50   10.89       
24      70271624    51.17   12.28       75670370    48.07   11.54       72271898    48.78   11.71       70606796    52.08   12.50       70555002    45.81   11.00       
26      72377400    48.65   12.65       78506224    46.04   11.97       74495604    46.41   12.07       75625852    51.49   13.39       75030587    44.97   11.69       
28      73233282    45.71   12.80       82668448    45.02   12.60       77934740    45.09   12.62       77772019    49.17   13.77       81680988    45.46   12.73       
30      77483044    45.14   13.54       82981766    42.17   12.65       77960862    42.10   12.63       80409708    47.44   14.23       79618514    41.36   12.41       
32      79240021    43.27   13.85       82324104    39.22   12.55       80458392    40.73   13.03       81194096    44.91   14.37       82126854    40.00   12.80       
34      79382346    40.80   13.87       84375022    37.84   12.86       84431564    40.23   13.68       83852774    43.66   14.84       82672682    37.89   12.88       
36      81191880    39.41   14.19       88346009    37.42   13.47       84626258    38.08   13.71       87745284    43.14   15.53       88465667    38.30   13.79       
38      82463230    37.92   14.41       90197995    36.19   13.75       88332240    37.65   14.31       92231108    42.96   16.33       89158580    36.56   13.89       
40      85152012    37.20   14.88       91986308    35.06   14.03       89326844    36.17   14.47       91315783    40.41   16.16       90627828    35.31   14.12       
44      82330842    32.70   14.39       84222798    29.19   12.84       82498177    30.37   13.36       81242828    32.68   14.38       81606258    28.90   12.72       
48      77009924    28.04   13.46       73982968    23.50   11.28       82154360    27.72   13.31       78226440    28.85   13.85       74306428    24.13   11.58       
52      76479664    25.70   13.37       66444420    19.48   10.13       74520550    23.21   12.07       75150038    25.58   13.30       71412024    21.40   11.13       
56      75536714    23.57   13.20       59743991    16.27   9.11        69108354    19.99   11.19       69352651    21.92   12.28       65212585    18.15   10.16       
60      73275324    21.34   12.81       53024588    13.47   8.08        67182444    18.14   10.88       67389564    19.88   11.93       61030320    15.85   9.51        
