### params -i64 -r128 -u40 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       lpdxeon2680lf-ll_harris_opt_0 lpdxeon2680lb-ll_lazy_0 lpdxeon2680lb-ll_gl_0 lpdxeon2680lb-ll_optik_gl_0 lpdxeon2680lb-ll_optik_0 lpdxeon2680lb-ll_optik_cache_0 lpdxeon2680lb-ll_lazy_cache_0 
#cores  throughput   throughput   throughput   throughput   throughput   throughput   throughput   
1       10074360     13347652     9564188      13199451     12089562     14500378     15780914     
2       10070616     21389867     5644172      8036911      20001432     13467539     12052900     
4       15736435     15163357     4023322      8187530      15991116     18091282     17693779     
6       18029255     16243689     4027084      6479573      17321520     19041270     19635468     
8       19763923     17555194     4043460      6255166      18774306     21552346     21589495     
10      20516450     19189087     4044800      6406574      19465494     23076126     23548057     
12      22722701     20320077     4038675      6257893      21396986     25020448     25099497     
14      23782755     21692851     4117385      6444694      23006679     26826448     26669905     
16      25411233     22703416     3992986      6326109      24299343     28191223     28277174     
18      26270532     24056952     3946183      6390295      25313635     29773000     29772968     
20      27556799     25196265     3947040      6395329      26962999     31033234     31428676     
22      28540934     26030904     3862554      6398611      27920153     32046248     32563959     
24      29176052     27279517     3765918      6561332      28957151     33293808     33762935     
26      30237376     28166827     3933867      6567060      29925749     34243261     34919080     
28      31050129     29134267     3843563      6624241      30856768     35404816     35942535     
30      31790176     29718801     3878431      6624332      32105121     35937547     36713195     
32      32558741     30438430     3765933      6579534      33291520     37269881     37496175     
34      33129976     31292569     3777379      6636104      33675434     37912816     38206723     
36      33950202     31735920     3680821      6634211      34422070     39014390     39296443     
38      34720958     32607607     3659894      6670788      35023625     39434415     39851765     
40      35493928     33059510     3582318      6638511      36204259     40283467     40586098     
44      34656299     25091367     29016        6308780      30383726     33687519     28523958     
48      33968139     17580960     20120        6245269      27646565     31421791     18440308     
52      33639499     13121214     25774        6120310      26853458     30097111     12633586     
56      33408913     9070274      15595        6020172      26045743     28418807     8993145      
60      32985619     6704081      22001        5968004      25485691     28699319     6370377      
