### params -i4 -u1 -n10 / dur 3000
# number of cores: 10
#./bin/lpd48core/lb-map                          ./bin/lpd48core/lb-map_optik                    
 51      3358    3116    43      45      55      26      2960    378     21      347     30      
 2697    5622    5530    2659    2678    2725    30      3482    421     22      391     31      
 3219    8663    6974    2806    3265    3320    33      3882    461     23      419     32      
 8958    12618   11258   3287    8944    8914    35      4822    4608    24      1442    33      
 13052   19435   15857   9132    13077   13057   745     10418   6883    73      3645    71      
