### ./bin/lpdxeon2680/lf-ht_harris / params -i8192 -r16384 -u1 -l2 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-ht_harris  
#cores  throughput  %linear scalability 
1       35547248    100.00  1           
2       69350409    97.55   1.95        
4       132819012   93.41   3.74        
6       197527078   92.61   5.56        
8       262270637   92.23   7.38        
10      326209080   91.77   9.18        
12      386052820   90.50   10.86       
14      427223527   85.85   12.02       
16      482140178   84.77   13.56       
18      542792365   84.83   15.27       
20      593694327   83.51   16.70       
22      627467980   80.23   17.65       
24      678988623   79.59   19.10       
26      700622157   75.81   19.71       
28      721523884   72.49   20.30       
30      740586733   69.45   20.83       
32      762879698   67.07   21.46       
34      773876850   64.03   21.77       
36      791797939   61.87   22.27       
38      813046872   60.19   22.87       
40      833249232   58.60   23.44       
44      806691585   51.58   22.69       
48      804277581   47.14   22.63       
52      794820323   43.00   22.36       
56      777250169   39.05   21.87       
60      777366878   36.45   21.87       
