### params -i8192 -r16384 -u1 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lb-ll_lazy      ./bin/lpd48core/lb-ll_gl        ./bin/lpd48core/lb-ll_optik_gl  ./bin/lpd48core/lb-ll_optik     ./bin/lpd48core/lb-ll_optik_cache
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       35376       100.00  1           28070       100.00  1           35434       100.00  1           35355       100.00  1           53657       100.00  1           
2       70150       99.15   1.98        55887       99.55   1.99        70328       99.24   1.98        70068       99.09   1.98        106371      99.12   1.98        
4       138576      97.93   3.92        109723      97.72   3.91        138749      97.89   3.92        139029      98.31   3.93        208807      97.29   3.89        
6       206448      97.26   5.84        155256      92.18   5.53        204647      96.26   5.78        205218      96.74   5.80        308047      95.68   5.74        
8       273103      96.50   7.72        197034      87.74   7.02        271023      95.61   7.65        270930      95.79   7.66        405454      94.46   7.56        
10      337103      95.29   9.53        234809      83.65   8.37        336362      94.93   9.49        337373      95.42   9.54        503022      93.75   9.37        
12      401509      94.58   11.35       271398      80.57   9.67        401393      94.40   11.33       399777      94.23   11.31       598216      92.91   11.15       
14      465037      93.90   13.15       306058      77.88   10.90       464564      93.65   13.11       462727      93.49   13.09       688797      91.69   12.84       
16      528777      93.42   14.95       339113      75.51   12.08       524522      92.52   14.80       526356      93.05   14.89       785008      91.44   14.63       
18      590826      92.79   16.70       373337      73.89   13.30       587617      92.13   16.58       589856      92.69   16.68       881012      91.22   16.42       
20      651467      92.08   18.42       399717      71.20   14.24       650161      91.74   18.35       652464      92.27   18.45       973656      90.73   18.15       
22      715387      91.92   20.22       433384      70.18   15.44       707499      90.76   19.97       714999      91.92   20.22       1063550     90.10   19.82       
24      781732      92.07   22.10       458556      68.07   16.34       770033      90.55   21.73       776988      91.57   21.98       1156329     89.79   21.55       
26      835506      90.84   23.62       493047      67.56   17.56       833442      90.47   23.52       838077      91.17   23.70       1248997     89.53   23.28       
28      899860      90.85   25.44       510305      64.93   18.18       892913      90.00   25.20       896560      90.57   25.36       1344265     89.47   25.05       
30      966389      91.06   27.32       531721      63.14   18.94       952131      89.57   26.87       960923      90.60   27.18       1427668     88.69   26.61       
32      1024255     90.48   28.95       551898      61.44   19.66       1003473     88.50   28.32       1021593     90.30   28.90       1501777     87.46   27.99       
34      1081446     89.91   30.57       569955      59.72   20.30       1056654     87.71   29.82       1074122     89.36   30.38       1604005     87.92   29.89       
36      1139387     89.47   32.21       587702      58.16   20.94       1119892     87.79   31.61       1133679     89.07   32.07       1658857     85.88   30.92       
38      1200310     89.29   33.93       609286      57.12   21.71       1174914     87.26   33.16       1191524     88.69   33.70       1770575     86.84   33.00       
40      1256341     88.78   35.51       623436      55.53   22.21       1218498     85.97   34.39       1259518     89.06   35.62       1870220     87.14   34.86       
42      1308253     88.05   36.98       631963      53.60   22.51       1291764     86.80   36.46       1321136     88.97   37.37       1939139     86.05   36.14       
44      1379808     88.65   39.00       646891      52.38   23.05       1339406     85.91   37.80       1370178     88.08   38.75       2012784     85.25   37.51       
46      1427599     87.73   40.36       657576      50.93   23.43       1378370     84.56   38.90       1423652     87.54   40.27       2090943     84.71   38.97       
48      1484247     87.41   41.96       677515      50.28   24.14       1438678     84.59   40.60       1494253     88.05   42.26       2210524     85.83   41.20       
52      1493986     81.21   42.23       193931      13.29   6.91        1427856     77.49   40.30       1494762     81.31   42.28       2207684     79.12   41.14       
56      1484527     74.94   41.96       108754      6.92    3.87        1441055     72.62   40.67       1484539     74.98   41.99       2179884     72.55   40.63       
60      1506498     70.98   42.59       87228       5.18    3.11        1441074     67.78   40.67       1496891     70.56   42.34       2211854     68.70   41.22       
64      1497127     66.13   42.32       69093       3.85    2.46        1444069     63.68   40.75       1499865     66.29   42.42       2198853     64.03   40.98       
