### params -i2048 -r4096 -u20 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpd48core/lb-sl_herlihy   ./bin/lpd48core/lb-sl_optik     ./bin/lpd48core/lb-sl_optik1    ./bin/lpd48core/lb-sl_optik2    
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       5457843     100.00  1           5602754     100.00  1           5654330     100.00  1           5569035     100.00  1           
2       8301937     76.06   1.52        8320653     74.26   1.49        8227249     72.75   1.46        8304957     74.56   1.49        
4       13394877    61.36   2.45        13593910    60.66   2.43        13568984    59.99   2.40        13566652    60.90   2.44        
6       17112438    52.26   3.14        17687404    52.62   3.16        17597481    51.87   3.11        17614649    52.72   3.16        
8       19896849    45.57   3.65        20366266    45.44   3.64        20424567    45.15   3.61        20546448    46.12   3.69        
10      21885600    40.10   4.01        22978255    41.01   4.10        22897944    40.50   4.05        22966749    41.24   4.12        
12      23753152    36.27   4.35        24679939    36.71   4.40        24724706    36.44   4.37        24746203    37.03   4.44        
14      25585129    33.48   4.69        26328361    33.57   4.70        26529283    33.51   4.69        26418109    33.88   4.74        
16      27014815    30.94   4.95        27739292    30.94   4.95        28040873    30.99   4.96        27543743    30.91   4.95        
18      28330569    28.84   5.19        28972632    28.73   5.17        29179997    28.67   5.16        28945962    28.88   5.20        
20      29426929    26.96   5.39        30187049    26.94   5.39        30262189    26.76   5.35        29911865    26.86   5.37        
22      30424935    25.34   5.57        30919260    25.08   5.52        31377334    25.22   5.55        30893183    25.22   5.55        
24      31245008    23.85   5.72        31938808    23.75   5.70        32292822    23.80   5.71        31708615    23.72   5.69        
26      32308570    22.77   5.92        32751435    22.48   5.85        33080309    22.50   5.85        32303355    22.31   5.80        
28      32997259    21.59   6.05        33509456    21.36   5.98        33773950    21.33   5.97        33165445    21.27   5.96        
30      33737203    20.60   6.18        33940320    20.19   6.06        34404661    20.28   6.08        33660887    20.15   6.04        
32      34143399    19.55   6.26        34342704    19.16   6.13        34908780    19.29   6.17        34084645    19.13   6.12        
34      34803388    18.76   6.38        34763832    18.25   6.20        35398223    18.41   6.26        34238708    18.08   6.15        
36      35159949    17.89   6.44        35252243    17.48   6.29        35561459    17.47   6.29        34685194    17.30   6.23        
38      35531451    17.13   6.51        35515664    16.68   6.34        36147335    16.82   6.39        34995131    16.54   6.28        
40      35750933    16.38   6.55        35754161    15.95   6.38        36329953    16.06   6.43        35122032    15.77   6.31        
42      35826363    15.63   6.56        35695838    15.17   6.37        36539363    15.39   6.46        35036699    14.98   6.29        
44      36047993    15.01   6.60        36023440    14.61   6.43        36700737    14.75   6.49        35179231    14.36   6.32        
46      36245476    14.44   6.64        35954421    13.95   6.42        36809237    14.15   6.51        35337622    13.79   6.35        
48      36009732    13.75   6.60        36149577    13.44   6.45        36740304    13.54   6.50        35124373    13.14   6.31        
52      32289343    11.38   5.92        33538543    11.51   5.99        34507425    11.74   6.10        32135364    11.10   5.77        
56      27212665    8.90    4.99        31112753    9.92    5.55        31655799    10.00   5.60        28976308    9.29    5.20        
60      24763163    7.56    4.54        29286697    8.71    5.23        29568904    8.72    5.23        26059826    7.80    4.68        
64      21026054    6.02    3.85        27085201    7.55    4.83        28935274    8.00    5.12        23487543    6.59    4.22        
