### ./bin/lpdxeon2680/lf-ll_harris_opt / params -i128 -r256 -u100  / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lf-ll_harris_opt
#cores  throughput  %linear scalability 
1       5209031     100.00  1           
2       7316102     70.23   1.40        
4       7302777     35.05   1.40        
6       9433015     30.18   1.81        
8       11034437    26.48   2.12        
10      12448768    23.90   2.39        
12      13278107    21.24   2.55        
14      14321672    19.64   2.75        
16      15163073    18.19   2.91        
18      16078053    17.15   3.09        
20      16869075    16.19   3.24        
22      17551984    15.32   3.37        
24      18244494    14.59   3.50        
26      18901492    13.96   3.63        
28      19468431    13.35   3.74        
30      20043715    12.83   3.85        
32      20610206    12.36   3.96        
34      21191425    11.97   4.07        
36      21701093    11.57   4.17        
38      22172776    11.20   4.26        
40      22637168    10.86   4.35        
44      22013227    9.60    4.23        
48      21859774    8.74    4.20        
52      21608626    7.98    4.15        
56      21384889    7.33    4.11        
60      21264729    6.80    4.08        
