### params -i65534 -p60 / keep median of reps 3 of dur 2000
# Result from 3 repetitions: median
#       ././bin/lpdxeon2680/lf-st_treiber./bin/lpdxeon2680/lb-st_lock    ./bin/lpdxeon2680/lb-st_optik   
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       46165634    100.00  1           32999118    100.00  1           34725060    100.00  1           
2       16953434    18.36   0.37        4278945     6.48    0.13        17561882    25.29   0.51        
4       10183202    5.51    0.22        3686830     2.79    0.11        9278116     6.68    0.27        
6       7678573     2.77    0.17        3853608     1.95    0.12        6639314     3.19    0.19        
8       6390697     1.73    0.14        4464252     1.69    0.14        5292418     1.91    0.15        
10      5296910     1.15    0.11        3878878     1.18    0.12        4950294     1.43    0.14        
12      4943116     0.89    0.11        4093214     1.03    0.12        4419548     1.06    0.13        
14      4682916     0.72    0.10        3983880     0.86    0.12        4215068     0.87    0.12        
16      4487614     0.61    0.10        3729912     0.71    0.11        4119164     0.74    0.12        
18      4485478     0.54    0.10        3504228     0.59    0.11        4143442     0.66    0.12        
20      4202271     0.46    0.09        3690455     0.56    0.11        3889082     0.56    0.11        
22      4184586     0.41    0.09        3458956     0.48    0.10        3976068     0.52    0.11        
24      4098783     0.37    0.09        3534995     0.45    0.11        3464242     0.42    0.10        
26      4016107     0.33    0.09        3366899     0.39    0.10        3639299     0.40    0.10        
28      3836332     0.30    0.08        3479033     0.38    0.11        3456038     0.36    0.10        
30      3882562     0.28    0.08        3412890     0.34    0.10        3497242     0.34    0.10        
32      3993102     0.27    0.09        3475346     0.33    0.11        3442434     0.31    0.10        
34      3827439     0.24    0.08        3528308     0.31    0.11        3585421     0.30    0.10        
36      3768019     0.23    0.08        3375720     0.28    0.10        3466110     0.28    0.10        
38      3937629     0.22    0.09        3590757     0.29    0.11        3112719     0.24    0.09        
40      3658797     0.20    0.08        3625036     0.27    0.11        3195282     0.23    0.09        
44      3827902     0.19    0.08        89324       0.01    0.00        3171824     0.21    0.09        
48      3853958     0.17    0.08        86049       0.01    0.00        3008928     0.18    0.09        
52      3845888     0.16    0.08        55672       0.00    0.00        3033457     0.17    0.09        
56      3810674     0.15    0.08        52660       0.00    0.00        2797918     0.14    0.08        
60      3848983     0.14    0.08        113524      0.01    0.00        2677862     0.13    0.08        
