### params -i512 -r1024 -u50 / keep median of reps 11 of dur 5000
# Result from 11 repetitions: median
#       ./bin/lpdxeon2680/lb-sl_herlihy ./bin/lpdxeon2680/lb-sl_optik   ./bin/lpdxeon2680/lb-sl_optik1  ./bin/lpdxeon2680/lb-sl_optik2  
#cores  throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability throughput  %linear scalability 
1       7910301     100.00  1           7881263     100.00  1           7913475     100.00  1           7733152     100.00  1           
2       8317158     52.57   1.05        11818451    74.98   1.50        12926322    81.67   1.63        8440521     54.57   1.09        
4       15120747    47.79   1.91        14878504    47.20   1.89        15385236    48.60   1.94        15276771    49.39   1.98        
6       20892067    44.02   2.64        20431988    43.21   2.59        21315228    44.89   2.69        20526545    44.24   2.65        
8       26134713    41.30   3.30        25684803    40.74   3.26        26029839    41.12   3.29        25263605    40.84   3.27        
10      29989711    37.91   3.79        29794386    37.80   3.78        31105392    39.31   3.93        29557503    38.22   3.82        
12      34750782    36.61   4.39        32790643    34.67   4.16        34993795    36.85   4.42        34144320    36.79   4.42        
14      37373742    33.75   4.72        36051174    32.67   4.57        37929661    34.24   4.79        36751675    33.95   4.75        
16      39952834    31.57   5.05        39077349    30.99   4.96        41253474    32.58   5.21        39993667    32.32   5.17        
18      43046869    30.23   5.44        41698737    29.39   5.29        44092257    30.95   5.57        42761509    30.72   5.53        
20      45715765    28.90   5.78        44091794    27.97   5.59        46681520    29.49   5.90        45122694    29.17   5.83        
22      48005752    27.59   6.07        46411854    26.77   5.89        49319760    28.33   6.23        47566269    27.96   6.15        
24      49944167    26.31   6.31        48544524    25.66   6.16        51561712    27.15   6.52        49832592    26.85   6.44        
26      52106352    25.34   6.59        50468263    24.63   6.40        53801243    26.15   6.80        52039043    25.88   6.73        
28      53894621    24.33   6.81        52284947    23.69   6.63        55989801    25.27   7.08        53810369    24.85   6.96        
30      55700209    23.47   7.04        54088578    22.88   6.86        58178400    24.51   7.35        56028327    24.15   7.25        
32      57362722    22.66   7.25        55838584    22.14   7.08        59928524    23.67   7.57        57682775    23.31   7.46        
34      59057210    21.96   7.47        57347772    21.40   7.28        61877003    23.00   7.82        59417514    22.60   7.68        
36      61017729    21.43   7.71        58883836    20.75   7.47        63538368    22.30   8.03        61195856    21.98   7.91        
38      62306110    20.73   7.88        60529184    20.21   7.68        65389703    21.74   8.26        62671522    21.33   8.10        
40      63415712    20.04   8.02        61431568    19.49   7.79        66862712    21.12   8.45        64236833    20.77   8.31        
44      34108765    9.80    4.31        36048672    10.40   4.57        40081308    11.51   5.06        33841951    9.95    4.38        
48      25113252    6.61    3.17        27828417    7.36    3.53        31146700    8.20    3.94        25480525    6.86    3.29        
52      18857967    4.58    2.38        22562926    5.51    2.86        26073028    6.34    3.29        19554927    4.86    2.53        
56      15605404    3.52    1.97        18994024    4.30    2.41        22567149    5.09    2.85        15911806    3.67    2.06        
60      11876764    2.50    1.50        16652488    3.52    2.11        19698004    4.15    2.49        12894665    2.78    1.67        
