#cores  throughput  linear  actual
1       6323        1       1       
2       1664        2       0.26    
3       2186        3       0.35    
4       2777        4       0.44    
5       3366        5       0.53    
6       3943        6       0.62    
7       4398        7       0.70    
8       4807        8       0.76    
9       5292        9       0.84    
10      5808        10      0.92    
11      6216        11      0.98    
12      6872        12      1.09    
13      7174        13      1.13    
14      7617        14      1.20    
15      7892        15      1.25    
16      8128        16      1.29    
17      8405        17      1.33    
18      8635        18      1.37    
19      8694        19      1.37    
20      8754        20      1.38    
21      8665        21      1.37    
22      8627        22      1.36    
23      8488        23      1.34    
24      8350        24      1.32    
25      8101        25      1.28    
26      7950        26      1.26    
27      7882        27      1.25    
28      7669        28      1.21    
29      7685        29      1.22    
30      7526        30      1.19    
31      7217        31      1.14    
32      7149        32      1.13    
33      7080        33      1.12    
34      6973        34      1.10    
35      6579        35      1.04    
36      6384        36      1.01    
37      6466        37      1.02    
38      6064        38      0.96    
39      6377        39      1.01    
40      5969        40      0.94    
41      5609        41      0.89    
42      5794        42      0.92    
43      5393        43      0.85    
44      5662        44      0.90    
45      5127        45      0.81    
46      5103        46      0.81    
47      4768        47      0.75    
48      5476        48      0.87    
