#cores  throughput  linear  actual
1       2728389     1       1       
2       4503617     2       1.65    
3       5689462     3       2.09    
4       7157642     4       2.62    
5       8188250     5       3.00    
6       9664443     6       3.54    
7       10719179    7       3.93    
8       11515316    8       4.22    
9       12779515    9       4.68    
10      14258570    10      5.23    
11      15135053    11      5.55    
12      16390126    12      6.01    
13      17217471    13      6.31    
14      18226905    14      6.68    
15      19218052    15      7.04    
16      19921067    16      7.30    
17      21007466    17      7.70    
18      21868284    18      8.02    
19      22789883    19      8.35    
20      23531747    20      8.62    
21      24562845    21      9.00    
22      25158365    22      9.22    
23      25548740    23      9.36    
24      26130540    24      9.58    
25      25630579    25      9.39    
26      27879520    26      10.22   
27      29151710    27      10.68   
28      28883550    28      10.59   
29      30062357    29      11.02   
30      30426025    30      11.15   
31      31412454    31      11.51   
32      31478132    32      11.54   
33      31619052    33      11.59   
34      32584610    34      11.94   
35      33379201    35      12.23   
36      33543114    36      12.29   
37      32511294    37      11.92   
38      33352755    38      12.22   
39      34831637    39      12.77   
40      35484670    40      13.01   
41      33388960    41      12.24   
42      36608410    42      13.42   
43      35224633    43      12.91   
44      36396990    44      13.34   
45      35481454    45      13.00   
46      35061049    46      12.85   
47      34469288    47      12.63   
48      27408605    48      10.05   
