#cores  throughput  linear  actual
1       722259      1       1       
2       1303396     2       1.80    
3       1803059     3       2.50    
4       2338560     4       3.24    
5       2798941     5       3.88    
6       3285859     6       4.55    
7       3742454     7       5.18    
8       4147457     8       5.74    
9       4621719     9       6.40    
10      5053024     10      7.00    
11      5460324     11      7.56    
12      5872704     12      8.13    
13      6244258     13      8.65    
14      6673090     14      9.24    
15      7070831     15      9.79    
16      7384181     16      10.22   
17      7732352     17      10.71   
18      8224679     18      11.39   
19      8581000     19      11.88   
20      8910189     20      12.34   
21      9398810     21      13.01   
22      9676449     22      13.40   
23      9993566     23      13.84   
24      10260295    24      14.21   
25      10502880    25      14.54   
26      10926188    26      15.13   
27      11232328    27      15.55   
28      11476911    28      15.89   
29      11666824    29      16.15   
30      12039174    30      16.67   
31      12330859    31      17.07   
32      12731306    32      17.63   
33      12844152    33      17.78   
34      13155815    34      18.21   
35      13386052    35      18.53   
36      13645763    36      18.89   
37      13945155    37      19.31   
38      14328802    38      19.84   
39      14519829    39      20.10   
40      14853346    40      20.57   
41      15075714    41      20.87   
42      14669978    42      20.31   
43      15635857    43      21.65   
44      15676023    44      21.70   
45      15484693    45      21.44   
46      16380716    46      22.68   
47      16293313    47      22.56   
48      14963188    48      20.72   
