#cores  throughput  linear  actual
1       2973794     1       1       
2       4521024     2       1.52    
3       5351657     3       1.80    
4       6448659     4       2.17    
5       7203341     5       2.42    
6       7952437     6       2.67    
7       8826645     7       2.97    
8       9314704     8       3.13    
9       9744836     9       3.28    
10      10251340    10      3.45    
11      10610520    11      3.57    
12      10914873    12      3.67    
13      11329494    13      3.81    
14      11708315    14      3.94    
15      12096508    15      4.07    
16      12211470    16      4.11    
17      12451946    17      4.19    
18      12775471    18      4.30    
19      12770491    19      4.29    
20      13090991    20      4.40    
21      13214731    21      4.44    
22      13196763    22      4.44    
23      13424251    23      4.51    
24      13635518    24      4.59    
25      13719467    25      4.61    
26      14075299    26      4.73    
27      14110364    27      4.74    
28      14377207    28      4.83    
29      14332072    29      4.82    
30      14538673    30      4.89    
31      14640683    31      4.92    
32      14623643    32      4.92    
33      14848940    33      4.99    
34      14739362    34      4.96    
35      14950469    35      5.03    
36      14823065    36      4.98    
37      14868753    37      5.00    
38      14922422    38      5.02    
39      14902087    39      5.01    
40      14717565    40      4.95    
41      14915692    41      5.02    
42      15213932    42      5.12    
43      15123695    43      5.09    
44      15218328    44      5.12    
45      15339515    45      5.16    
46      15310832    46      5.15    
47      15364534    47      5.17    
48      13657155    48      4.59    
