#cores  throughput  linear  actual
1       6554193     1       1       
2       8343933     2       1.27    
3       8947585     3       1.37    
4       10833746    4       1.65    
5       11975921    5       1.83    
6       13479820    6       2.06    
7       14695256    7       2.24    
8       15395938    8       2.35    
9       16406177    9       2.50    
10      17206289    10      2.63    
11      18058271    11      2.76    
12      18689858    12      2.85    
13      19504071    13      2.98    
14      20619444    14      3.15    
15      21303315    15      3.25    
16      21508452    16      3.28    
17      22681242    17      3.46    
18      23183846    18      3.54    
19      23823983    19      3.63    
20      24365943    20      3.72    
21      24978672    21      3.81    
22      25139614    22      3.84    
23      26172649    23      3.99    
24      26385612    24      4.03    
25      27068057    25      4.13    
26      27651992    26      4.22    
27      28128526    27      4.29    
28      28357516    28      4.33    
29      28366370    29      4.33    
30      28882281    30      4.41    
31      29971661    31      4.57    
32      29800272    32      4.55    
33      28051499    33      4.28    
34      31147757    34      4.75    
35      30695289    35      4.68    
36      32237954    36      4.92    
37      30988587    37      4.73    
38      30886017    38      4.71    
39      32325644    39      4.93    
40      31243367    40      4.77    
41      30914275    41      4.72    
42      31722807    42      4.84    
43      31060241    43      4.74    
44      32296870    44      4.93    
45      27848871    45      4.25    
46      25483125    46      3.89    
47      25908691    47      3.95    
48      21373550    48      3.26    
