#cores  throughput  linear  actual
1       1080400     1       1       
2       1996531     2       1.85    
3       2781079     3       2.57    
4       3546227     4       3.28    
5       4101842     5       3.80    
6       4703099     6       4.35    
7       5076601     7       4.70    
8       5627539     8       5.21    
9       6072469     9       5.62    
10      6585071     10      6.10    
11      6983005     11      6.46    
12      7323561     12      6.78    
13      7965730     13      7.37    
14      8085623     14      7.48    
15      8735879     15      8.09    
16      8795693     16      8.14    
17      9543881     17      8.83    
18      9829760     18      9.10    
19      10311996    19      9.54    
20      10489253    20      9.71    
21      10842628    21      10.04   
22      11748532    22      10.87   
23      11544680    23      10.69   
24      11828369    24      10.95   
25      12361833    25      11.44   
26      12731853    26      11.78   
27      12913242    27      11.95   
28      13152008    28      12.17   
29      13630261    29      12.62   
30      13945378    30      12.91   
31      14143396    31      13.09   
32      14122057    32      13.07   
33      14569529    33      13.49   
34      14941787    34      13.83   
35      15180467    35      14.05   
36      15293485    36      14.16   
37      15605866    37      14.44   
38      16139838    38      14.94   
39      16186722    39      14.98   
40      16189140    40      14.98   
41      16497089    41      15.27   
42      16534536    42      15.30   
43      17242244    43      15.96   
44      17557321    44      16.25   
45      17276614    45      15.99   
46      17606227    46      16.30   
47      17879154    47      16.55   
48      16152890    48      14.95   
