#cores  throughput  linear  actual
1       2862746     1       1       
2       5102330     2       1.78    
3       6582214     3       2.30    
4       8517101     4       2.98    
5       9745560     5       3.40    
6       11646713    6       4.07    
7       13117212    7       4.58    
8       14346932    8       5.01    
9       16058334    9       5.61    
10      17633157    10      6.16    
11      18801634    11      6.57    
12      20517176    12      7.17    
13      21527796    13      7.52    
14      23103362    14      8.07    
15      24619658    15      8.60    
16      25328888    16      8.85    
17      26928116    17      9.41    
18      28422475    18      9.93    
19      29470213    19      10.29   
20      30259230    20      10.57   
21      31746937    21      11.09   
22      32804849    22      11.46   
23      33790945    23      11.80   
24      35420999    24      12.37   
25      36275654    25      12.67   
26      37098979    26      12.96   
27      38049854    27      13.29   
28      38837804    28      13.57   
29      39518186    29      13.80   
30      40496283    30      14.15   
31      42065987    31      14.69   
32      41560173    32      14.52   
33      42995207    33      15.02   
34      43582942    34      15.22   
35      43718630    35      15.27   
36      43105510    36      15.06   
37      46213494    37      16.14   
38      46984529    38      16.41   
39      49043768    39      17.13   
40      48243477    40      16.85   
41      47809713    41      16.70   
42      49980952    42      17.46   
43      49900971    43      17.43   
44      48828902    44      17.06   
45      52487790    45      18.33   
46      51685392    46      18.05   
47      49718982    47      17.37   
48      52857791    48      18.46   
