#cores  throughput  linear  actual
1       5451259     1       1       
2       7703224     2       1.41    
3       8864483     3       1.63    
4       10915429    4       2.00    
5       12217689    5       2.24    
6       14133138    6       2.59    
7       15900632    7       2.92    
8       17082474    8       3.13    
9       18946360    9       3.48    
10      20287911    10      3.72    
11      21248000    11      3.90    
12      22372971    12      4.10    
13      24224666    13      4.44    
14      25239612    14      4.63    
15      26314610    15      4.83    
16      27172768    16      4.98    
17      29167960    17      5.35    
18      30428959    18      5.58    
19      31231252    19      5.73    
20      32311232    20      5.93    
21      32833924    21      6.02    
22      34234616    22      6.28    
23      35484991    23      6.51    
24      36240936    24      6.65    
25      36498613    25      6.70    
26      36526777    26      6.70    
27      38355605    27      7.04    
28      39568314    28      7.26    
29      37553870    29      6.89    
30      39686226    30      7.28    
31      39823061    31      7.31    
32      41130211    32      7.55    
33      40211445    33      7.38    
34      42452752    34      7.79    
35      40312294    35      7.40    
36      41743797    36      7.66    
37      43472646    37      7.97    
38      39647719    38      7.27    
39      43006293    39      7.89    
40      41342637    40      7.58    
41      41157813    41      7.55    
42      31906725    42      5.85    
43      27602407    43      5.06    
44      36314286    44      6.66    
45      33114698    45      6.07    
46      32388588    46      5.94    
47      25511046    47      4.68    
48      24856791    48      4.56    
