#cores  throughput  linear  actual
1       4937751     1       1       
2       8251245     2       1.67    
3       9940652     3       2.01    
4       12777689    4       2.59    
5       14320086    5       2.90    
6       16857820    6       3.41    
7       19218723    7       3.89    
8       20725304    8       4.20    
9       23207896    9       4.70    
10      25598767    10      5.18    
11      27062979    11      5.48    
12      28784704    12      5.83    
13      30648415    13      6.21    
14      32640107    14      6.61    
15      34026050    15      6.89    
16      35959618    16      7.28    
17      38102420    17      7.72    
18      39579760    18      8.02    
19      40847318    19      8.27    
20      42833928    20      8.67    
21      43980003    21      8.91    
22      44923718    22      9.10    
23      46657920    23      9.45    
24      47447120    24      9.61    
25      48914075    25      9.91    
26      51413221    26      10.41   
27      51797542    27      10.49   
28      52713795    28      10.68   
29      54094984    29      10.96   
30      55427750    30      11.23   
31      55518507    31      11.24   
32      55046487    32      11.15   
33      57406272    33      11.63   
34      60023452    34      12.16   
35      60983285    35      12.35   
36      62294075    36      12.62   
37      61009767    37      12.36   
38      63107395    38      12.78   
39      64747128    39      13.11   
40      65125539    40      13.19   
41      65408288    41      13.25   
42      66487433    42      13.47   
43      67972665    43      13.77   
44      56355690    44      11.41   
45      59333917    45      12.02   
46      63445340    46      12.85   
47      68220507    47      13.82   
48      65692609    48      13.30   
