#cores  throughput  linear  actual
1       662087      1       1       
2       1201312     2       1.81    
3       1671692     3       2.52    
4       2150892     4       3.25    
5       2588929     5       3.91    
6       3010626     6       4.55    
7       3401059     7       5.14    
8       3778320     8       5.71    
9       4227201     9       6.38    
10      4651719     10      7.03    
11      5016970     11      7.58    
12      5325574     12      8.04    
13      5658099     13      8.55    
14      6055869     14      9.15    
15      6434266     15      9.72    
16      6553763     16      9.90    
17      6919258     17      10.45   
18      7411158     18      11.19   
19      7729797     19      11.67   
20      8034657     20      12.14   
21      8254959     21      12.47   
22      8558113     22      12.93   
23      8828089     23      13.33   
24      8941780     24      13.51   
25      9459956     25      14.29   
26      9765581     26      14.75   
27      9908594     27      14.97   
28      10053654    28      15.18   
29      10366434    29      15.66   
30      10654975    30      16.09   
31      10913380    31      16.48   
32      10985023    32      16.59   
33      11279756    33      17.04   
34      11407559    34      17.23   
35      11853704    35      17.90   
36      11908237    36      17.99   
37      12230439    37      18.47   
38      12324190    38      18.61   
39      12625596    39      19.07   
40      12698255    40      19.18   
41      13044163    41      19.70   
42      13058313    42      19.72   
43      12877022    43      19.45   
44      13360667    44      20.18   
45      13823617    45      20.88   
46      13844567    46      20.91   
47      13936598    47      21.05   
48      13912836    48      21.01   
